acId,entry_lat,entry_lon,entry_alt,entry_rectime,exit_lat,exit_lon,exit_alt,exit_rectime
DAL2207_KSTLtoKDTW,40.51551103948745,-85.82526922855376,29000.0,2023-12-22 19:22:42,41.73726858848278,-84.1723483784945,16986.543687772555,2023-12-22 19:36:07
DAL2222_KBOStoKDTW,42.72839048632175,-80.40072036968238,28000.0,2023-12-22 14:45:34,42.50021326063566,-82.78731423421681,5962.658296436128,2023-12-22 15:04:27
DAL2255_KMSPtoKDTW,43.311937877141204,-86.14249638029663,31000.0,2023-12-22 08:00:02,42.68856032611157,-83.95770741049303,12094.533893705233,2023-12-22 08:14:58
DAL2313_KMSPtoKDTW,43.294074706420055,-86.14890431129369,33000.0,2023-12-22 14:32:31,42.68859047390077,-83.9576604064762,12433.825065763664,2023-12-22 14:47:06
DAL2333_KJAXtoKDTW,39.61536903041827,-81.85829838495057,35678.52387832691,2023-12-22 13:20:28,41.74739753870234,-82.79892150785092,16891.485011743145,2023-12-22 13:39:09
DAL2368_KIAHtoKDTW,40.48861,-85.68722,29900.0,2023-12-22 22:25:07,41.73735227037938,-84.17413934713758,16954.516788139106,2023-12-22 22:38:57
DAL2394_KGRRtoKDTW,42.87833,-85.45139,2600.0,2023-12-22 06:05:51,42.68624819523093,-83.96060895620485,17172.406948514305,2023-12-22 06:18:05
DAL2447_KMEMtoKDTW,40.505,-85.66833,29500.0,2023-12-22 08:33:45,41.73729409039362,-84.17289677776346,17579.044857609242,2023-12-22 08:48:27
DAL2476_KDCAtoKDTW,40.682704778990576,-80.77709150428181,30000.0,2023-12-22 13:15:53,41.74878375659679,-82.7970655528213,17996.369947225707,2023-12-22 13:33:10
DAL2489_KBNAtoKDTW,40.42386318225868,-85.75708858022136,30809.940084466918,2023-12-22 16:08:22,41.73732905901927,-84.17364702540424,16936.79242121379,2023-12-22 16:23:16
DAL2505_KATLtoKDTW,39.47207014201796,-82.13958143060201,35000.0,2023-12-22 17:57:21,41.67313637476355,-82.94287179228786,19127.80506694877,2023-12-22 18:17:26
DAL2604_KCLTtoKDTW,39.63327861898183,-81.82844805346255,34000.0,2023-12-22 06:52:43,41.746964158606794,-82.79974811125842,12898.893257542128,2023-12-22 07:12:33
DAL2737_KBOStoKDTW,42.72859175431176,-80.4007502785051,30098.356244302344,2023-12-22 06:47:53,42.481549541140865,-82.74753451370813,15428.781645634654,2023-12-22 07:04:30
DAL2761_KMCItoKDTW,42.04520638849397,-86.3451582551995,24881.40644198433,2023-12-22 19:58:46,41.96712720409086,-84.29707123519994,17033.141396121664,2023-12-22 20:11:48
DAL2871_KORDtoKDTW,42.9280038324637,-86.26321046360388,23000.0,2023-12-22 20:40:02,42.68855895331929,-83.95770953029687,12260.072862936451,2023-12-22 20:55:45
DAL2882_KCLTtoKDTW,39.623398502245834,-81.84491920341289,30000.0,2023-12-22 18:12:18,41.7487806426616,-82.79706709324954,19772.281366714633,2023-12-22 18:32:37
DAL2935_KMEMtoKDTW,40.51861,-85.65417,29500.0,2023-12-22 19:50:56,41.73729687847077,-84.17295310281884,16998.682233959975,2023-12-22 20:04:36
DAL2936_KEWRtoKDTW,42.51465834007257,-80.36904368079536,31633.6326876871,2023-12-22 14:07:40,42.54207991111406,-82.87674007384177,7000.0,2023-12-22 14:27:08
DAL338_KCLEtoKDTW,41.39833,-81.93389,3100.0,2023-12-22 06:06:01,41.74946014146879,-82.79687770733693,13976.95327707006,2023-12-22 06:14:49
DAL343_KCVGtoKDTW,39.99389,-84.58083,23000.0,2023-12-22 06:10:05,41.73619529024404,-84.14944574977339,11342.099903157228,2023-12-22 06:26:52
DAL361_KSFOtoKDTW,43.23259262464273,-86.17093165012358,33000.0,2023-12-22 18:57:41,42.68866998996909,-83.95753638009195,12689.670890567599,2023-12-22 19:12:39
