ident,lat,lon,waypoint_class,area_code,record_type,section_code,subsection_code,airport_or_enroute,coord_raw,raw_record,line_number
ADOSE,42.35971666666667,-89.36570833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KFEP,N42213498W089215655,SUSAP KFEPK5CADOSE K50    C     N42213498W089215655                       W0029     NAR           ADOSE                    885632403,188567
ADVAY,39.922980555555554,-86.5239,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N39552273W086312604,SUSAEAENRT   ADVAY K50    C   L N39552273W086312604                       W0048     NAR           ADVAY                    273562605,27361
AFAGU,41.0897,-86.30034444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRCR,N41052292W086180124,SUSAP KRCRK5CAFAGU K50    W     N41052292W086180124                       W0051     NAR           AFAGU                    986082605,298611
AFECY,41.207569444444445,-85.12718333333332,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41122725W085073786,SUSAEAENRT   AFECY K50    W     N41122725W085073786                       W0059     NAR           AFECY                    273682304,27373
AFOOT,42.331744444444446,-89.87543888888888,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42195428W089523158,SUSAEAENRT   AFOOT K50    W   L N42195428W089523158                       W0025     NAR           AFOOT                    273772403,27382
AFTOR,39.97302222222223,-88.35195833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCMI,N39582288W088210705,SUSAP KCMIK5CAFTOR K50    W     N39582288W088210705                       W0035     NAR           AFTOR                    530742605,153078
AGACE,44.29937222222222,-87.88706111111112,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMTW,N44175774W087531342,SUSAP KMTWK5CAGACE K50    W     N44175774W087531342                       W0043     NAR           AGACE                    668412605,266844
AGACI,40.65388611111111,-85.80148888888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMZZ,N40391399W085480536,SUSAP KMZZK5CAGACI K50    C     N40391399W085480536                       W0054     NAR           AGACI                    686522605,268655
AGEYU,42.707025,-85.43918611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,9D9,N42422529W085262107,SUSAP 9D9 K5CAGEYU K50    W     N42422529W085262107                       W0059     NAR           AGEYU                    044562304,104460
AGILE,40.05,-87.85,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40030000W087510000,SUSAEAENRT   AGILE K50    W     N40030000W087510000                       W0038     NAR           AGILE                    274122407,27417
AGOMA,44.585725000000004,-87.60358055555555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N44350861W087361289,SUSAEAENRT   AGOMA K50    C   L N44350861W087361289                       W0045     NAR           AGOMA                    274242201,27429
AGONY,41.85685277777778,-90.54248888888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMDW,N41512467W090323296,SUSAP KMDWK5CAGONY K30    W     N41512467W090323296                       W0020     NAR           AGONY                    521642605,252167
AGOST,43.0395,-89.6133,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43022220W089364788,SUSAEAENRT   AGOST K50    W     N43022220W089364788                       W0028     NAR           AGOST                    274262403,27431
AGUCO,41.98999166666667,-89.22315555555556,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41592397W089132336,SUSAEAENRT   AGUCO K50    W     N41592397W089132336                       W0030     NAR           AGUCO                    274292504,27434
AGUYU,39.5452,-86.81601666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGPC,N39324272W086485766,SUSAP KGPCK5CAGUYU K50    W     N39324272W086485766                       W0045     NAR           AGUYU                    024952403,202498
AHGOL,41.55365277777778,-86.00548611111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41331315W086001975,SUSAEAENRT   AHGOL K50    W     N41331315W086001975                       W0053     NAR           AHGOL                    274442304,27449
AHMED,41.49769722222222,-88.86446666666666,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41295171W088515208,SUSAEAENRT   AHMED K50    C   L N41295171W088515208                       W0032     NAR           AHMED                    274532403,27458
AHYOB,42.55585833333333,-88.04347222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KENW,N42332109W088023650,SUSAP KENWK5CAHYOB K50    C     N42332109W088023650                       W0039     NAR           AHYOB                    834682304,183472
AJAYS,40.579994444444445,-85.29945555555555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40344798W085175804,SUSAEAENRT   AJAYS K50    W     N40344798W085175804                       W0057     NAR           AJAYS                    274842605,27489
AJEPO,43.84001388888889,-90.08297222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDAF,N43502405W090045870,SUSAP KDAFK5CAJEPO K50    W     N43502405W090045870                       W0025     NAR           AJEPO                    622392403,162243
AJIPO,42.277227777777775,-89.50417777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42163802W089301504,SUSAEAENRT   AJIPO K50    W     N42163802W089301504                       W0028     NAR           AJIPO                    274892403,27494
AKBAR,39.39095555555556,-88.0488111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KSTL,N39232744W088025572,SUSAP KSTLK3CAKBAR K50    W     N39232744W088025572                       W0036     NAR           AKBAR                    234992403,323501
AKECA,39.713480555555556,-86.03149166666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KUMP,N39424853W086015337,SUSAP KUMPK5CAKECA K50    W     N39424853W086015337                       W0051     NAR           AKECA                    377702505,337772
AKETT,43.93959722222222,-90.22402777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43562255W090132650,SUSAEAENRT   AKETT K50    R     N43562255W090132650                       W0024     NAR           AKETT-MIL                275172403,27522
AKEWS,41.039830555555554,-85.11338055555555,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KFWA,N41022339W085064817,SUSAP KFWAK5CAKEWS K50    W     N41022339W085064817                       W0059     NAR           AKEWS                    954262304,195430
AKICA,40.31721944444445,-85.85400277777777,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMZZ,N40190199W085511441,SUSAP KMZZK5CAKICA K50    C     N40190199W085511441                       W0053     NAR           AKICA                    686532403,268656
AKLEY,39.87736388888889,-88.76536388888888,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDEC,N39523851W088455531,SUSAP KDECK5CAKLEY K50    R     N39523851W088455531                       W0031     NAR           AKLEY                    656242403,165628
AKMIE,40.710769444444445,-88.491125,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40423877W088292805,SUSAEAENRT   AKMIE K50    W     N40423877W088292805                       W0034     NAR           AKMIE                    275222403,27527
AKODE,43.539144444444446,-89.5637611111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43322092W089334954,SUSAEAENRT   AKODE K50    W     N43322092W089334954                       W0029     NAR           AKODE                    275232403,27528
AKTIF,39.79461944444444,-88.76643055555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KDEC,N39474063W088455915,SUSAP KDECK5CAKTIF K50    W     N39474063W088455915                       W0031     NAR           AKTIF                    656252403,165629
AKUYA,40.32469444444445,-85.55605277777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMZZ,N40192890W085332179,SUSAP KMZZK5CAKUYA K50    W     N40192890W085332179                       W0055     NAR           AKUYA                    686542403,268657
ALADE,40.468625,-88.14397222222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTIP,N40280705W088083830,SUSAP KTIPK5CALADE K50    W     N40280705W088083830                       W0037     NAR           ALADE                    293772605,329379
ALAND,40.23256111111111,-89.30397222222221,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBMI,N40135722W089181430,SUSAP KBMIK5CALAND K50    W     N40135722W089181430                       W0028     NAR           ALAND                    364872605,136491
ALCOV,39.947741666666666,-86.04305833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIND,N39565187W086023501,SUSAP KINDK5CALCOV K50    W     N39565187W086023501                       W0051     NAR           ALCOV                    242092403,224212
ALDAY,43.93969444444444,-89.85934722222221,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43562290W089513365,SUSAEAENRT   ALDAY K50    W     N43562290W089513365                       W0027     NAR           ALDAY                    275742403,27579
ALECU,41.48127222222222,-90.56125277777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMLI,N41285258W090334051,SUSAP KMLIK5CALECU K50    W     N41285258W090334051                       W0019     NAR           ALECU                    605552403,260558
ALENK,41.146319444444444,-88.89974444444445,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41084675W088535908,SUSAEAENRT   ALENK K50    W     N41084675W088535908                       W0032     NAR           ALENK                    275862605,27591
ALEXS,42.26734722222222,-89.74726666666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRFD,N42160245W089445016,SUSAP KRFDK5CALEXS K50    W     N42160245W089445016                       W0026     NAR           ALEXS                    001052403,300107
ALIGE,43.031533333333336,-90.83522777777777,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N43015352W090500682,SUSAP KPDCK5CALIGE K50    W     N43015352W090500682                       W0019     NAR           ALIGE                    841792605,284182
ALLFA,43.93879999999999,-90.28142777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43561968W090165314,SUSAEAENRT   ALLFA K50    R     N43561968W090165314                       W0024     NAR           ALLFA-MIL                276292605,27634
ALLII,42.011625,-86.46218611111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,C20,N42004185W086274387,SUSAP C20 K5CALLII K50    W     N42004185W086274387                       W0051     NAR           ALLII                    057712605,105775
ALLOE,39.912124999999996,-87.17844166666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N39544365W087104239,SUSAEAENRT   ALLOE K50    C   L N39544365W087104239                       W0043     NAR           ALLOE                    276342403,27639
ALLSN,41.5,-88.96666666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRFD,N41300000W088580000,SUSAP KRFDK5CALLSN K50    W     N41300000W088580000                       W0031     NAR           ALLSN                    001062403,300108
ALOOF,42.71416111111112,-89.80907222222221,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KEFT,N42425098W089483266,SUSAP KEFTK5CALOOF K50    W     N42425098W089483266                       W0026     NAR           ALOOF                    809022403,180906
ALPHE,42.4359,-84.50991666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42260924W084303570,SUSAEAENRT   ALPHE K50    C   H N42260924W084303570                       W0065     NAR           ALPHE                    276602102,27665
ALQAZ,40.525283333333334,-86.7614138888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMCX,N40313102W086454109,SUSAP KMCXK5CALQAZ K50    W     N40313102W086454109                       W0047     NAR           ALQAZ                    517622605,251765
ALQOV,39.725072222222224,-89.222325,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KTAZ,N39433026W089132037,SUSAP KTAZK5CALQOV K50    W     N39433026W089132037                       W0028     NAR           ALQOV                    277092605,327711
AMBIA,40.57171944444445,-87.72505833333334,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40341819W087433021,SUSAEAENRT   AMBIA K50    R     N40341819W087433021                       W0040     NAR           AMBIA-MIL                277042605,27709
AMIDE,44.51466944444444,-87.82698333333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGRB,N44305281W087493714,SUSAP KGRBK5CAMIDE K50    W     N44305281W087493714                       W0043     NAR           AMIDE                    036892201,203692
AMPEY,42.37529722222222,-85.36904722222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KAZO,N42223107W085220857,SUSAP KAZOK5CAMPEY K50    W     N42223107W085220857                       W0059     NAR           AMPEY                    290072304,129011
ANAGE,43.086822222222224,-91.20268888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N43051256W091120968,SUSAP KPDCK5CANAGE K30    W     N43051256W091120968                       W0016     NAR           ANAGE                    841802605,284183
ANCUT,41.86631111111111,-89.19884166666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,C73,N41515872W089115583,SUSAP C73 K5CANCUT K50    W     N41515872W089115583                       W0030     NAR           ANCUT                    061692403,106173
ANMAY,40.296169444444445,-85.67753888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMIE,N40174621W085403914,SUSAP KMIEK5CANMAY K50    W     N40174621W085403914                       W0054     NAR           ANMAY                    583682605,258371
ANNAY,40.443825,-88.77355277777778,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KBMI,N40263777W088462479,SUSAP KBMIK5CANNAY K50    R     N40263777W088462479                       W0032     NAR           ANNAY                    364882605,136492
ANOSA,42.110975,-91.32235555555555,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42063951W091192048,SUSAEAENRT   ANOSA K30    C   L N42063951W091192048                       W0014     NAR           ANOSA                    278502403,27855
ANOSE,41.85993888888889,-89.19928611111112,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KRPJ,N41513578W089115743,SUSAP KRPJK5CANOSE K50    W     N41513578W089115743                       W0030     NAR           ANOSE                    044722403,304474
ANOXE,43.17729722222222,-89.74754722222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,91C,N43103827W089445117,SUSAP 91C K5CANOXE K50    W     N43103827W089445117                       W0027     NAR           ANOXE                    035762403,103580
ANTTI,39.869641666666666,-86.81868888888889,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N39521071W086490728,SUSAEAENRT   ANTTI K50    C   L N39521071W086490728                       W0046     NAR           ANTTI                    278682605,27873
ANWEY,41.524816666666666,-85.84769166666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KGSH,N41312934W085505169,SUSAP KGSHK5CANWEY K50    W     N41312934W085505169                       W0054     NAR           ANWEY                    044042304,204407
APENY,39.38526944444445,-87.21418055555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KHUF,N39230697W087125105,SUSAP KHUFK5CAPENY K50    W     N39230697W087125105                       W0042     NAR           APENY                    161122403,216115
APESE,44.16762222222222,-88.26546666666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KATW,N44100344W088155568,SUSAP KATWK5CAPESE K50    W     N44100344W088155568                       W0040     NAR           APESE                    263372605,126341
APIKE,41.04730833333333,-90.39583611111112,TERMINAL_WAYPOINT,USA,SUSAP,P,C,C66,N41025031W090234501,SUSAP C66 K5CAPIKE K50    W     N41025031W090234501                       W0020     NAR           APIKE                    061452403,106149
APIXE,44.06832222222223,-88.64897222222223,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KATW,N44040596W088385630,SUSAP KATWK5CAPIXE K50    C     N44040596W088385630                       W0036     NAR           APIXE                    263382201,126342
APMEF,43.23616111111111,-89.34766944444443,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43141018W089205161,SUSAEAENRT   APMEF K50    R     N43141018W089205161                       W0030     NAR           APMEF-MIL                279042403,27909
APOOZ,43.10187777777778,-89.43657777777779,TERMINAL_WAYPOINT,USA,SUSAP,P,C,C29,N43060676W089261168,SUSAP C29 K5CAPOOZ K50    W     N43060676W089261168                       W0029     NAR           APOOZ                    058622304,105866
APPAL,40.040977777777776,-85.49836111111111,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMIE,N40022752W085295410,SUSAP KMIEK5CAPPAL K50    W     N40022752W085295410                       W0055     NAR           APPAL                    583692403,258372
APPIE,39.85109722222222,-85.9820888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KUMP,N39510395W085585552,SUSAP KUMPK5CAPPIE K50    R     N39510395W085585552                       W0051     NAR           APPIE                    377712304,337773
APPLR,42.5625,-87.891575,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KENW,N42334500W087532967,SUSAP KENWK5CAPPLR K50    W     N42334500W087532967                       W0041     NAR           APPLR                    834692605,183473
AQETO,44.58931388888889,-88.70073888888889,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCLI,N44352153W088420266,SUSAP KCLIK5CAQETO K50    W     N44352153W088420266                       W0037     NAR           AQETO                    508452605,150849
AQUAS,39.46763333333333,-88.91931111111111,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N39280348W088550952,SUSAEAENRT   AQUAS K50    C   L N39280348W088550952                       W0030     NAR           AQUAS                    279302605,27935
ARACI,41.41936111111111,-90.45354444444445,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMLI,N41250970W090271276,SUSAP KMLIK5CARACI K50    W     N41250970W090271276                       W0020     NAR           ARACI                    605562403,260559
ARALE,44.34275277777778,-88.76224166666667,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KATW,N44203391W088454407,SUSAP KATWK5CARALE K50    W     N44203391W088454407                       W0036     NAR           ARALE                    263392403,126343
ARAMY,43.839508333333335,-90.18852777777778,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43502223W090111870,SUSAEAENRT   ARAMY K50    W     N43502223W090111870                       W0024     NAR           ARAMY                    279332304,27938
ARAWO,43.41263611111111,-88.86067777777777,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N43244549W088513844,SUSAEAENRT   ARAWO K50    W     N43244549W088513844                       W0034     NAR           ARAWO                    279352403,27940
ARCAB,40.59631111111111,-85.29492499999999,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIND,N40354672W085174173,SUSAP KINDK5CARCAB K50    W     N40354672W085174173                       W0057     NAR           ARCAB                    242102304,224213
ARCOL,39.65161944444444,-88.282975,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N39390583W088165871,SUSAEAENRT   ARCOL K50    C   L N39390583W088165871                       W0035     NAR           ARCOL                    279512605,27956
ARDIE,40.52889444444445,-89.70043333333334,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40314402W089420156,SUSAEAENRT   ARDIE K50    R     N40314402W089420156                       W0025     NAR           ARDIE                    279582403,27963
AREAL,43.66308611111111,-86.09773055555556,TERMINAL_WAYPOINT,USA,SUSAP,P,C,C04,N43394711W086055183,SUSAP C04 K5CAREAL K50    W     N43394711W086055183                       W0055     NAR           AREAL                    055942102,105598
ARLYN,40.31666666666667,-88.66666666666667,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40190000W088400000,SUSAEAENRT   ARLYN K50    W     N40190000W088400000                       W0033     NAR           ARLYN                    280022605,28007
ARNDT,44.547469444444445,-88.81581666666666,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KCLI,N44325089W088485694,SUSAP KCLIK5CARNDT K50    W     N44325089W088485694                       W0036     NAR           ARNDT                    508462403,150850
AROPE,39.89465,-86.14649444444446,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KMQJ,N39534074W086084738,SUSAP KMQJK5CAROPE K50    W     N39534074W086084738                       W0050     NAR           AROPE                    628452411,262848
ARTJR,39.97485555555556,-85.93680277777779,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KIND,N39582948W085561249,SUSAP KINDK5CARTJR K50    W     N39582948W085561249                       W0052     NAR           ARTJR                    242112403,224214
ARTOH,42.654177777777775,-88.34554166666666,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N42391504W088204395,SUSAEAENRT   ARTOH K50    W     N42391504W088204395                       W0037     NAR           ARTOH                    280562306,28061
ARULE,42.83050277777778,-91.05795833333333,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KPDC,N42494981W091032865,SUSAP KPDCK5CARULE K50    W     N42494981W091032865                       W0017     NAR           ARULE                    841812605,284184
ARYED,42.09187222222222,-90.76527222222222,TERMINAL_WAYPOINT,USA,SUSAP,P,C,KOQW,N42053074W090455498,SUSAP KOQWK3CARYED K30    W     N42053074W090455498                       W0018     NAR           ARYED                    773922403,277395
ASHEN,41.480491666666666,-84.64675000000001,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N41284977W084384830,SUSAEAENRT   ASHEN K50    W     N41284977W084384830                       W0063     NAR           ASHEN                    280992506,28104
ASHLR,40.82358055555556,-85.81114166666666,ENROUTE_WAYPOINT,USA,SUSAE,E,A,ENRT,N40492489W085484011,SUSAEAENRT   ASHLR K50    W     N40492489W085484011                       W0054     NAR           ASHLR                    281052403,28110
