ident,lat,lon,waypoint_classes,area_codes,record_count
ADIBE,39.10306667,-110.73063056,ENROUTE_WAYPOINT,USA,1
ADICA,39.28145833,-98.12237222,TERMINAL_WAYPOINT,USA,1
ADICE,43.32380556,-71.21865,TERMINAL_WAYPOINT,USA,1
ADIER,47.02768333,-93.44306389,TERMINAL_WAYPOINT,USA,1
ADIKE,41.74835,-90.25340278,TERMINAL_WAYPOINT,USA,1
ADILE,44.48361944,-69.0666,ENROUTE_WAYPOINT,USA,1
ADIME,41.95635,-86.21430833,ENROUTE_WAYPOINT,USA,1
ADING,41.09441389,-111.95951667,ENROUTE_WAYPOINT,USA,1
ADIOS,38.45698056,-78.70294722,TERMINAL_WAYPOINT,USA,1
ADIPY,32.02235556,-101.62685833,TERMINAL_WAYPOINT,USA,1
ADIRE,34.91320833,-116.54288611,TERMINAL_WAYPOINT,USA,1
ADISN,4.02388889,-175.3525,ENROUTE_WAYPOINT,PAC,1
ADITE,58.26698889,-134.37657778,ENROUTE_WAYPOINT,CAN,1
ADITS,37.30235556,-97.15015278,ENROUTE_WAYPOINT,USA,1
ADIUM,40.42291667,-74.79566944,TERMINAL_WAYPOINT,USA,1
ADIVE,32.04757222,-90.95824444,TERMINAL_WAYPOINT,USA,1
ADIXE,35.25726389,-96.41676944,TERMINAL_WAYPOINT,USA,1
ADIYI,42.12853889,-86.54865278,TERMINAL_WAYPOINT,USA,1
ADJAX,41.62309167,-73.68029444,ENROUTE_WAYPOINT,USA,1
ADKAW,36.29155,-80.36034444,TERMINAL_WAYPOINT,USA,1
ADKUH,59.55599444,-139.75249167,TERMINAL_WAYPOINT,CAN,1
ADLEC,28.46002222,-178.00259722,TERMINAL_WAYPOINT,PAC,1
ADLEN,64.77304167,-169.78166389,ENROUTE_WAYPOINT,CAN,1
ADLER,40.72504167,-89.80513056,TERMINAL_WAYPOINT,USA,1
ADLEY,45.69258056,-85.69643889,TERMINAL_WAYPOINT,USA,1
ADLIW,28.95298333,-99.01308889,TERMINAL_WAYPOINT,USA,1
ADLMN,41.98222222,-88.51206944,TERMINAL_WAYPOINT,USA,1
ADLOW,44.75757222,-123.19932222,ENROUTE_WAYPOINT,USA,1
ADLYN,30.598325,-82.31669722,TERMINAL_WAYPOINT,USA,1
ADMCK,42.50187778,-83.62527222,TERMINAL_WAYPOINT,USA,1
ADMEW,63.92654444,-152.20970278,TERMINAL_WAYPOINT,CAN,1
ADMEY,26.10555833,-97.57585278,ENROUTE_WAYPOINT,USA,1
ADMIF,38.03021111,-120.62563889,ENROUTE_WAYPOINT,USA,1
ADMRL,58.18594722,-134.65613056,ENROUTE_WAYPOINT,CAN,1
ADNIL,27.77688056,-82.58604722,ENROUTE_WAYPOINT,USA,1
ADNOY,35.92484167,-85.19423611,TERMINAL_WAYPOINT,USA,1
ADNUC,39.65119444,-106.85355,ENROUTE_WAYPOINT,USA,1
ADOBE,34.6649,-99.5657,ENROUTE_WAYPOINT,USA,1
ADOFO,35.07755556,-88.23159444,TERMINAL_WAYPOINT,USA,1
ADOGE,41.66700833,-106.63775,TERMINAL_WAYPOINT,USA,1
ADOJA,45.971225,-121.36027778,ENROUTE_WAYPOINT,USA,1
ADOKE,36.44103611,-93.13314444,TERMINAL_WAYPOINT,USA,1
ADOKY,32.16108056,-88.22976111,TERMINAL_WAYPOINT,USA,1
ADOLE,42.64613611,-73.846625,TERMINAL_WAYPOINT,USA,1
ADOMS,32.71567778,-80.510075,ENROUTE_WAYPOINT,USA,1
ADOMY,47.70366111,-96.45576944,TERMINAL_WAYPOINT,USA,1
ADONE,25.27186389,-80.48533056,ENROUTE_WAYPOINT,USA,1
ADONY,32.52455556,-85.43611111,ENROUTE_WAYPOINT,USA,1
ADOOR,29.400075,-78.55569444,ENROUTE_WAYPOINT,USA,1
ADOPE,28.51388889,-148.825,ENROUTE_WAYPOINT,PAC,1
ADOPT,29.311,-100.72007778,ENROUTE_WAYPOINT,USA,1
ADORE,33.90786111,-118.49113611,TERMINAL_WAYPOINT,USA,1
ADORY,33.45485278,-102.37581944,TERMINAL_WAYPOINT,USA,1
ADOSE,42.35971667,-89.36570833,TERMINAL_WAYPOINT,USA,1
ADOTE,26.07661389,-80.10924722,ENROUTE_WAYPOINT,USA,1
ADOVE,34.03600833,-117.09654722,TERMINAL_WAYPOINT,USA,1
ADOWA,13.70722222,-165.82638889,ENROUTE_WAYPOINT,PAC,1
ADOWN,35.43809444,-81.68218611,TERMINAL_WAYPOINT,USA,1
ADOWS,36.09463611,-97.914825,ENROUTE_WAYPOINT,USA,1
ADOYI,39.64006111,-119.76641389,TERMINAL_WAYPOINT,USA,1
ADOYU,39.14545278,-75.46384444,ENROUTE_WAYPOINT,USA,1
ADOZE,68.11657778,-162.822475,ENROUTE_WAYPOINT,CAN,1
ADOZO,36.40574444,-104.89934167,ENROUTE_WAYPOINT,USA,1
ADRAN,41.16030556,-79.52675556,TERMINAL_WAYPOINT,USA,1
ADRAY,34.93463611,-92.37380833,TERMINAL_WAYPOINT,USA,1
ADREW,69.169675,-141.00253611,ENROUTE_WAYPOINT,CAN,1
ADRIE,42.95827778,-83.11384444,ENROUTE_WAYPOINT,USA,1
ADRIW,37.73450556,-89.68690278,ENROUTE_WAYPOINT,USA,1
ADROW,39.19037778,-81.63600556,ENROUTE_WAYPOINT,USA,1
ADRRI,37.68603889,-77.32431111,ENROUTE_WAYPOINT,USA,1
ADRUM,40.91796944,-98.65891944,ENROUTE_WAYPOINT,USA,1
ADRYN,33.91905,-117.56131944,TERMINAL_WAYPOINT,USA,1
ADTIL,34.97833333,-134.70388889,ENROUTE_WAYPOINT,PAC,1
ADTIN,13.45748889,144.68985833,ENROUTE_WAYPOINT,PAC,1
ADTOP,32.38775278,-88.03696667,TERMINAL_WAYPOINT,USA,1
ADTOQ,70.3988,-150.73140278,ENROUTE_WAYPOINT,CAN,1
ADUBE,26.01241944,-80.85181667,TERMINAL_WAYPOINT,USA,1
ADUBY,30.656625,-85.63866389,TERMINAL_WAYPOINT,USA,1
ADUCA,33.41273333,-91.37087778,TERMINAL_WAYPOINT,USA,1
ADUCI,31.35810556,-77.82243611,ENROUTE_WAYPOINT,USA,1
ADUDE,33.17032778,-116.17055,ENROUTE_WAYPOINT,USA,1
ADUFO,7.24387222,157.77266111,ENROUTE_WAYPOINT,PAC,1
ADUGE,38.84003611,-122.56979167,ENROUTE_WAYPOINT,USA,1
ADUKE,31.88243056,-94.21646667,ENROUTE_WAYPOINT,USA,1
ADUME,38.44391389,-75.12866944,ENROUTE_WAYPOINT,USA,1
ADUMM,33.86665833,-128.78454444,ENROUTE_WAYPOINT,PAC,1
ADUMS,40.02284167,-85.33394722,TERMINAL_WAYPOINT,USA,1
ADUMY,36.70272778,-107.91220278,TERMINAL_WAYPOINT,USA,1
ADUNC,30.87460556,-83.19619722,ENROUTE_WAYPOINT,USA,1
ADUNE,33.486575,-117.211025,ENROUTE_WAYPOINT,USA,1
ADUPE,39.52658611,-77.38265,ENROUTE_WAYPOINT,USA,1
ADUPY,37.02731111,-84.17349444,TERMINAL_WAYPOINT,USA,1
ADUTE,48.28797222,-99.83214722,TERMINAL_WAYPOINT,USA,1
ADUVE,48.125025,-122.61266111,ENROUTE_WAYPOINT,USA,1
ADUWU,42.14400556,-97.60286389,TERMINAL_WAYPOINT,USA,1
ADUXE,34.75745,-114.612725,TERMINAL_WAYPOINT,USA,1
ADUYA,30.59571944,-81.64101389,TERMINAL_WAYPOINT,USA,1
ADVAY,39.92298056,-86.5239,ENROUTE_WAYPOINT,USA,1
ADVIK,45.13444444,-74.77583333,ENROUTE_WAYPOINT,CAN,1
ADVLL,18.11811389,-65.82841389,ENROUTE_WAYPOINT,LAM,1
ADWAT,39.0,-118.5,TERMINAL_WAYPOINT,USA,1
ADWEL,31.25638889,-85.96413333,TERMINAL_WAYPOINT,USA,1
ADWOT,33.42886944,-112.06892222,TERMINAL_WAYPOINT,USA,1
ADWOW,35.49304444,-97.70907778,TERMINAL_WAYPOINT,USA,1
ADXAB,45.63865833,-118.74461389,TERMINAL_WAYPOINT,USA,1
ADXAC,46.6065,-120.69533333,TERMINAL_WAYPOINT,USA,1
ADYAN,33.87920833,-109.88540556,TERMINAL_WAYPOINT,USA,1
ADYMS,46.42617222,-121.15896944,TERMINAL_WAYPOINT,USA,1
ADYOS,35.04765,-106.92471667,TERMINAL_WAYPOINT,USA,1
ADYTA,28.42063333,-99.17689444,TERMINAL_WAYPOINT,USA,1
ADZAB,38.58175833,-83.62218056,TERMINAL_WAYPOINT,USA,1
ADZES,31.02226111,-83.19482222,ENROUTE_WAYPOINT,USA,1
ADZIN,33.17694167,-86.38227778,ENROUTE_WAYPOINT,USA,1
ADZUY,31.883475,-85.12780833,TERMINAL_WAYPOINT,USA,1
AECIA,33.50163611,-117.14467778,ENROUTE_WAYPOINT,USA,1
AEDES,43.61178889,-116.35896667,TERMINAL_WAYPOINT,USA,1
AEGIS,33.77589722,-116.444975,TERMINAL_WAYPOINT,USA,1
AEJAY,33.37475,-111.47649444,ENROUTE_WAYPOINT,USA,1
AEONS,39.90006667,-105.10271944,TERMINAL_WAYPOINT,USA,1
AERIC,42.22115,-83.09735,TERMINAL_WAYPOINT,USA,1
AERIE,64.57049722,-165.83524444,ENROUTE_WAYPOINT,CAN,1
AEROS,40.49241944,-81.72449444,ENROUTE_WAYPOINT,USA,1
AEROZ,30.70374444,-98.86363889,ENROUTE_WAYPOINT,USA,1
AERRO,34.32204722,-117.03894722,ENROUTE_WAYPOINT,USA,1
AEVON,42.91317222,-77.863925,ENROUTE_WAYPOINT,USA,1
AFAGA,39.35060556,-81.55549167,TERMINAL_WAYPOINT,USA,1
AFAGU,41.0897,-86.30034444,TERMINAL_WAYPOINT,USA,1
AFAJE,37.57955833,-93.84678056,TERMINAL_WAYPOINT,USA,1
AFARR,30.42024167,-81.61034444,TERMINAL_WAYPOINT,USA,1
AFAVO,34.80646667,-99.31356389,ENROUTE_WAYPOINT,USA,1
AFAYA,41.68723333,-86.58484167,ENROUTE_WAYPOINT,USA,1
AFBUL,31.85311111,-103.27555278,TERMINAL_WAYPOINT,USA,1
AFDUB,62.77048333,-142.24735,TERMINAL_WAYPOINT,CAN,1
AFDUC,38.92396111,-104.46462778,ENROUTE_WAYPOINT,USA,1
AFEBE,38.47143889,-89.73142222,TERMINAL_WAYPOINT,USA,1
AFECY,41.20756944,-85.12718333,ENROUTE_WAYPOINT,USA,1
AFELO,40.50061667,-99.90161667,ENROUTE_WAYPOINT,USA,1
AFENY,32.016225,-85.118275,ENROUTE_WAYPOINT,USA,1
AFERO,45.632775,-88.26906944,TERMINAL_WAYPOINT,USA,1
AFFAC,47.35014167,-101.08396389,TERMINAL_WAYPOINT,USA,1
AFFIC,42.05928889,-93.70462778,TERMINAL_WAYPOINT,USA,1
AFFTR,42.62460556,-83.13617222,TERMINAL_WAYPOINT,USA,1
AFGUZ,39.16705556,-89.43439722,TERMINAL_WAYPOINT,USA,1
AFHAS,41.19340556,-70.34603056,TERMINAL_WAYPOINT,USA,1
AFIFA,33.29850833,-84.48269444,TERMINAL_WAYPOINT,USA,1
AFISK,40.74124167,-74.08154444,ENROUTE_WAYPOINT,USA,1
AFITY,31.70594167,-103.13334722,TERMINAL_WAYPOINT,USA,1
AFJEF,42.98232222,-84.48685,TERMINAL_WAYPOINT,USA,1
AFJEJ,31.40315833,-92.61459444,ENROUTE_WAYPOINT,USA,1
AFJIM,47.53559167,-94.79706111,TERMINAL_WAYPOINT,USA,1
AFKEZ,42.08881111,-76.63903333,ENROUTE_WAYPOINT,USA,1
AFLAK,41.24986944,-84.26723056,ENROUTE_WAYPOINT,USA,1
AFLAT,38.02541389,-78.29445,TERMINAL_WAYPOINT,USA,1
AFLIH,38.94362222,-98.24085278,TERMINAL_WAYPOINT,USA,1
AFLUC,31.38408056,-85.52881944,TERMINAL_WAYPOINT,USA,1
AFMAG,41.61799444,-104.73378333,ENROUTE_WAYPOINT,USA,1
AFMUG,37.19747222,-76.01121389,ENROUTE_WAYPOINT,USA,1
AFOGO,39.07163889,-104.58141389,TERMINAL_WAYPOINT,USA,1
AFONE,25.3,-132.16166667,ENROUTE_WAYPOINT,PAC,1
AFOOT,42.33174444,-89.87543889,ENROUTE_WAYPOINT,USA,1
AFOPY,40.64188056,-74.37695833,TERMINAL_WAYPOINT,USA,1
AFORD,36.31053611,-95.81811944,ENROUTE_WAYPOINT,USA,1
AFOXY,34.60868333,-120.16213056,ENROUTE_WAYPOINT,USA,1
AFOYU,6.65718333,158.58505278,ENROUTE_WAYPOINT,USA,1
AFPAD,32.54023611,-87.87055833,TERMINAL_WAYPOINT,USA,1
AFPAM,36.41579444,-92.97402778,TERMINAL_WAYPOINT,USA,1
AFPIV,54.00193333,-166.57263611,TERMINAL_WAYPOINT,CAN,1
AFRED,43.65139444,-73.40604722,TERMINAL_WAYPOINT,USA,1
AFRIT,35.1858,-101.91455278,TERMINAL_WAYPOINT,USA,1
AFRUH,31.44355556,-94.72497222,ENROUTE_WAYPOINT,USA,1
AFSIC,42.32642222,-98.51909722,TERMINAL_WAYPOINT,USA,1
AFSUJ,34.99009722,-96.83429444,TERMINAL_WAYPOINT,USA,1
AFTEL,41.42332222,-106.88770833,TERMINAL_WAYPOINT,USA,1
AFTEN,36.15591111,-82.5337,ENROUTE_WAYPOINT,USA,1
AFTIN,38.22478611,-122.50949722,TERMINAL_WAYPOINT,USA,1
AFTOR,39.97302222,-88.35195833,TERMINAL_WAYPOINT,USA,1
AFTYN,44.86456667,-92.796925,TERMINAL_WAYPOINT,USA,1
AFUFI,31.77168611,-83.25117778,TERMINAL_WAYPOINT,USA,1
AFUGU,41.47827222,-96.18713056,TERMINAL_WAYPOINT,USA,1
AFUWA,29.39263333,-95.12023889,ENROUTE_WAYPOINT,USA,1
AFVEK,54.99055833,-162.501225,TERMINAL_WAYPOINT,CAN,1
AFWAF,59.89358056,-151.40508889,ENROUTE_WAYPOINT,CAN,1
AFWAV,47.35007778,-101.30031944,TERMINAL_WAYPOINT,USA,1
AFWOX,42.51743889,-104.60991944,ENROUTE_WAYPOINT,USA,1
AFXAD,39.50811667,-79.9989,TERMINAL_WAYPOINT,USA,1
AFXEW,30.53529722,-81.81040556,TERMINAL_WAYPOINT,USA,1
AFXUR,33.64129167,-111.89986389,TERMINAL_WAYPOINT,USA,1
AFYAB,43.245175,-105.73835278,ENROUTE_WAYPOINT,USA,1
AGABY,39.64294167,-119.90293056,TERMINAL_WAYPOINT,USA,1
AGACE,44.29937222,-87.88706111,TERMINAL_WAYPOINT,USA,1
AGACI,40.65388611,-85.80148889,TERMINAL_WAYPOINT,USA,1
AGACO,42.17945,-72.71054444,TERMINAL_WAYPOINT,USA,1
AGADA,18.73080278,-64.34054722,ENROUTE_WAYPOINT,LAM,1
AGAFI,64.73861667,-156.65973889,TERMINAL_WAYPOINT,CAN,1
AGAIN,31.62321389,-97.97444722,ENROUTE_WAYPOINT,USA,1
AGAKE,38.79296944,-88.23631111,ENROUTE_WAYPOINT,USA,1
AGALE,66.57661111,-145.22778889,TERMINAL_WAYPOINT,CAN,1
AGAMA,41.99494444,-78.62452222,ENROUTE_WAYPOINT,USA,1
AGANE,47.70076944,-122.31583611,TERMINAL_WAYPOINT,USA,1
AGAPE,37.141275,-121.90738333,TERMINAL_WAYPOINT,USA,1
AGARD,39.04358056,-76.06976111,ENROUTE_WAYPOINT,USA,1
AGARE,25.97301944,-81.84729167,TERMINAL_WAYPOINT,USA,1
AGARS,43.84467778,-104.27465278,TERMINAL_WAYPOINT,USA,1
AGASY,36.28528056,-78.47498056,ENROUTE_WAYPOINT,USA,1
AGATT,41.18417778,-96.01414444,ENROUTE_WAYPOINT,USA,1
AGAWA,42.0266,-72.70529722,ENROUTE_WAYPOINT,USA,1
AGAXE,29.85041111,-95.89856667,TERMINAL_WAYPOINT,USA,1
AGAZY,31.19561389,-104.13615,ENROUTE_WAYPOINT,USA,1
AGBAH,44.16469444,-103.12801944,ENROUTE_WAYPOINT,USA,1
AGBOW,33.74991667,-88.57174167,ENROUTE_WAYPOINT,USA,1
AGCOV,37.96736111,-89.82340556,TERMINAL_WAYPOINT,USA,1
AGDOX,43.28427222,-79.10444722,ENROUTE_WAYPOINT,CAN,1
AGECU,47.85853611,-97.40081111,ENROUTE_WAYPOINT,USA,1
AGEDE,41.7186,-112.19585556,ENROUTE_WAYPOINT,USA,1
AGEGE,33.54979722,-93.60977222,TERMINAL_WAYPOINT,USA,1
AGEHO,33.33458889,-84.53745833,TERMINAL_WAYPOINT,USA,1
AGEKE,39.15935833,-121.44688889,ENROUTE_WAYPOINT,USA,1
AGEKY,40.83431389,-98.12428889,TERMINAL_WAYPOINT,USA,1
AGELE,47.45835278,-101.30061111,TERMINAL_WAYPOINT,USA,1
AGEME,68.18990556,-152.42474167,TERMINAL_WAYPOINT,CAN,1
AGENE,40.07769167,-74.05143889,ENROUTE_WAYPOINT,USA,1
AGENS,41.02882222,-92.34730278,ENROUTE_WAYPOINT,USA,1
AGENT,39.6108,-94.90571111,ENROUTE_WAYPOINT,USA,1
AGEPE,62.281075,-163.64247778,TERMINAL_WAYPOINT,CAN,1
AGERE,33.24605556,-112.45601111,TERMINAL_WAYPOINT,USA,1
AGERS,26.37673056,-80.22775833,ENROUTE_WAYPOINT,USA,1
AGESE,55.54560833,-132.04281389,ENROUTE_WAYPOINT,CAN,1
AGETE,33.50500833,-92.15793333,ENROUTE_WAYPOINT,USA,1
AGETY,42.0948,-92.92220278,ENROUTE_WAYPOINT,USA,1
AGEVE,30.62768056,-94.93938333,TERMINAL_WAYPOINT,USA,1
AGEXY,38.19103611,-96.40843889,ENROUTE_WAYPOINT,USA,1
AGEYU,42.707025,-85.43918611,TERMINAL_WAYPOINT,USA,1
AGFAR,44.02452778,-70.22428889,ENROUTE_WAYPOINT,USA,1
AGFEF,35.85139722,-92.015025,ENROUTE_WAYPOINT,USA,1
AGFUB,42.53979722,-77.04523611,TERMINAL_WAYPOINT,USA,1
AGGID,35.02869722,-114.53305556,TERMINAL_WAYPOINT,USA,1
AGGIE,36.19444444,-96.01460278,TERMINAL_WAYPOINT,USA,1
AGGIT,38.80918611,-119.368775,ENROUTE_WAYPOINT,USA,1
AGGIY,35.80575278,-101.47745278,ENROUTE_WAYPOINT,USA,1
AGGLA,33.32364167,-112.35748333,TERMINAL_WAYPOINT,USA,1
AGGOV,59.75062222,-157.42730556,TERMINAL_WAYPOINT,CAN,1
AGHAN,41.24803889,-100.90261389,TERMINAL_WAYPOINT,USA,1
AGHOD,45.208325,-91.62230556,TERMINAL_WAYPOINT,USA,1
AGIBE,38.94768056,-75.39073056,ENROUTE_WAYPOINT,USA,1
AGICU,46.28616667,-123.48483333,ENROUTE_WAYPOINT,USA,1
AGIGE,58.32371389,-135.5195,TERMINAL_WAYPOINT,CAN,1
AGIGY,36.55059722,-84.51785556,TERMINAL_WAYPOINT,USA,1
AGILE,40.05,-87.85,ENROUTE_WAYPOINT,USA,1
AGIME,38.49484167,-108.42033056,ENROUTE_WAYPOINT,USA,1
AGINE,47.2418,-101.30003056,TERMINAL_WAYPOINT,USA,1
AGING,40.45488611,-82.49136944,ENROUTE_WAYPOINT,USA,1
AGIPE,47.99893056,-96.26906111,TERMINAL_WAYPOINT,USA,1
AGIRE,8.75222222,132.45972222,ENROUTE_WAYPOINT,PAC,1
AGISM,34.12246111,-95.54230833,TERMINAL_WAYPOINT,USA,1
AGISY,36.050075,-87.62640278,ENROUTE_WAYPOINT,USA,1
AGITY,46.546025,-120.45398611,TERMINAL_WAYPOINT,USA,1
AGIVE,64.82742778,-154.59979444,TERMINAL_WAYPOINT,CAN,1
AGIXE,44.520475,-70.44255278,ENROUTE_WAYPOINT,USA,1
AGIYU,34.66301667,-120.28813889,TERMINAL_WAYPOINT,USA,1
AGIZU,31.14440556,-92.33165,TERMINAL_WAYPOINT,USA,1
AGKIP,38.13416667,-87.20131667,TERMINAL_WAYPOINT,USA,1
AGLER,25.80566667,-80.18066667,TERMINAL_WAYPOINT,USA,1
AGLEY,32.51838056,-88.57526667,ENROUTE_WAYPOINT,USA,1
AGLIC,37.12731389,-113.548625,ENROUTE_WAYPOINT,USA,1
AGLOW,37.41986389,-79.19169167,TERMINAL_WAYPOINT,USA,1
AGLUY,31.33458889,-82.39960556,TERMINAL_WAYPOINT,USA,1
AGMEQ,31.15444444,-82.39682778,TERMINAL_WAYPOINT,USA,1
AGMEW,45.75538333,-110.29020833,TERMINAL_WAYPOINT,USA,1
AGMIB,48.45469167,-106.61528056,ENROUTE_WAYPOINT,USA,1
AGMIF,77.0,-141.0,ENROUTE_WAYPOINT,PAC,1
AGMIV,61.75613056,-166.09060833,ENROUTE_WAYPOINT,CAN,1
AGNAQ,43.96512778,-92.33152778,ENROUTE_WAYPOINT,USA,1
AGNAS,34.97782222,-78.46951389,TERMINAL_WAYPOINT,USA,1
AGNEZ,42.22575278,-74.18854167,ENROUTE_WAYPOINT,USA,1
AGNOL,73.5,-168.97333333,ENROUTE_WAYPOINT,PAC,1
AGNSS,40.83548611,-74.07743056,TERMINAL_WAYPOINT,USA,1
AGNUC,35.38616944,-95.09325556,TERMINAL_WAYPOINT,USA,1
AGNUS,39.22300278,-89.75428889,ENROUTE_WAYPOINT,USA,1
AGNUT,35.97589722,-115.02873056,TERMINAL_WAYPOINT,USA,1
AGODY,15.20320556,145.94216389,TERMINAL_WAYPOINT,PAC,1
AGOJA,36.93359722,-82.6451,TERMINAL_WAYPOINT,USA,1
AGOKE,39.21485556,-96.59063056,TERMINAL_WAYPOINT,USA,1
AGOKY,45.59005556,-93.95290556,TERMINAL_WAYPOINT,USA,1
AGOLE,35.75985833,-78.44803611,TERMINAL_WAYPOINT,USA,1
AGOLY,9.50099444,167.58908889,ENROUTE_WAYPOINT,USA,1
AGOMA,44.585725,-87.60358056,ENROUTE_WAYPOINT,USA,1
AGOME,36.19,-91.63365833,TERMINAL_WAYPOINT,USA,1
AGOMY,31.82877778,-81.65015278,TERMINAL_WAYPOINT,USA,1
AGONE,59.62393889,-154.95328889,TERMINAL_WAYPOINT,CAN,1
AGONY,41.85685278,-90.54248889,TERMINAL_WAYPOINT,USA,1
AGOPE,31.76191667,-106.17400556,TERMINAL_WAYPOINT,USA,1
AGOPY,41.62508333,-94.09280278,ENROUTE_WAYPOINT,USA,1
AGOSE,38.78351389,-86.35595278,TERMINAL_WAYPOINT,USA,1
AGOST,43.0395,-89.6133,ENROUTE_WAYPOINT,USA,1
AGOVE,29.53675278,-98.61466111,TERMINAL_WAYPOINT,USA,1
AGOVY,40.01829167,-78.39905,TERMINAL_WAYPOINT,USA,1
AGOZE,34.06520833,-80.28313889,TERMINAL_WAYPOINT,USA,1
AGRAS,35.35412778,-96.69955556,TERMINAL_WAYPOINT,USA,1
AGREE,41.37693056,-87.78976667,TERMINAL_WAYPOINT,USA,1
AGRUF,34.97526111,-118.26270833,TERMINAL_WAYPOINT,USA,1
AGRYN,48.56473056,-111.85683611,ENROUTE_WAYPOINT,USA,1
AGSEQ,37.57700556,-97.08656389,TERMINAL_WAYPOINT,USA,1
AGSIH,63.8746,-160.79093611,TERMINAL_WAYPOINT,CAN,1
AGTOW,33.67860833,-92.74955278,ENROUTE_WAYPOINT,USA,1
AGUBE,40.18781667,-84.81281389,TERMINAL_WAYPOINT,USA,1
AGUBY,33.047325,-89.04175833,TERMINAL_WAYPOINT,USA,1
AGUCI,59.206175,-135.47659167,ENROUTE_WAYPOINT,CAN,1
AGUCO,41.98999167,-89.22315556,ENROUTE_WAYPOINT,USA,1
AGUDE,45.12935556,-92.39194167,ENROUTE_WAYPOINT,USA,1
AGUDY,35.47412778,-92.07625278,ENROUTE_WAYPOINT,USA,1
AGUFY,43.24601389,-99.645175,TERMINAL_WAYPOINT,USA,1
AGUGE,43.49758611,-72.54786667,ENROUTE_WAYPOINT,USA,1
AGUIA,38.58976667,-122.59533056,ENROUTE_WAYPOINT,USA,1
AGUME,31.99936111,-83.88175,TERMINAL_WAYPOINT,USA,1
AGUMY,48.44183056,-116.96585556,TERMINAL_WAYPOINT,USA,1
AGUNE,38.10805556,-72.83388889,ENROUTE_WAYPOINT,USA,1
AGUPY,46.52916389,-111.84466944,TERMINAL_WAYPOINT,USA,1
AGURA,67.46444444,-168.97333333,ENROUTE_WAYPOINT,EEU,1
AGURY,36.02938611,-85.72362778,TERMINAL_WAYPOINT,USA,1
AGUSE,27.99237778,-82.12682222,ENROUTE_WAYPOINT,USA,1
AGUVE,33.96814444,-81.24808333,TERMINAL_WAYPOINT,USA,1
AGUYA,37.04324444,-77.31821111,TERMINAL_WAYPOINT,USA,1
AGUYI,43.83367222,-92.93831944,ENROUTE_WAYPOINT,USA,1
AGUYU,39.5452,-86.81601667,TERMINAL_WAYPOINT,USA,1
AGVOY,38.9995,-92.12596389,TERMINAL_WAYPOINT,USA,1
AGVUW,35.99900556,-89.83218889,TERMINAL_WAYPOINT,USA,1
AGXAN,71.28328889,-155.962025,TERMINAL_WAYPOINT,CAN,1
AGZAF,47.32340833,-68.42955278,TERMINAL_WAYPOINT,USA,1
AGZED,41.96585556,-87.81845556,TERMINAL_WAYPOINT,USA,1
AHABB,26.80908333,-80.024125,TERMINAL_WAYPOINT,USA,1
AHACH,26.10510278,-97.65641111,ENROUTE_WAYPOINT,USA,1
AHAFY,37.98968611,-79.75398333,TERMINAL_WAYPOINT,USA,1
AHAMU,34.70269722,-95.86426667,TERMINAL_WAYPOINT,USA,1
AHART,39.33128611,-121.48993889,ENROUTE_WAYPOINT,USA,1
AHASI,34.63926111,-92.24126111,ENROUTE_WAYPOINT,USA,1
AHASS,31.93081389,-103.35088333,TERMINAL_WAYPOINT,USA,1
AHAVO,42.09815556,-83.16538333,TERMINAL_WAYPOINT,USA,1
AHAYY,36.93861111,-72.88277778,ENROUTE_WAYPOINT,USA,1
AHCIN,38.71426389,-80.095525,ENROUTE_WAYPOINT,USA,1
AHCUJ,64.43554444,-162.50216111,TERMINAL_WAYPOINT,CAN,1
AHEAD,36.07661944,-76.62090556,ENROUTE_WAYPOINT,USA,1
AHEFY,32.75553333,-80.49068889,TERMINAL_WAYPOINT,USA,1
AHEHU,45.39579167,-113.89992778,TERMINAL_WAYPOINT,USA,1
AHEIM,33.82031389,-117.91194722,ENROUTE_WAYPOINT,USA,1
AHELU,30.51701944,-89.06661667,TERMINAL_WAYPOINT,USA,1
AHESU,29.37880278,-96.34321389,TERMINAL_WAYPOINT,USA,1
AHEWY,34.39023056,-92.7082,TERMINAL_WAYPOINT,USA,1
AHFAX,68.08138056,-162.84790556,ENROUTE_WAYPOINT,CAN,1
AHGAW,35.38155,-113.86516944,TERMINAL_WAYPOINT,USA,1
AHGOL,41.55365278,-86.00548611,ENROUTE_WAYPOINT,USA,1
AHHEE,23.85773056,-155.93126389,TERMINAL_WAYPOINT,PAC,1
AHHIC,31.47740278,-110.88890556,ENROUTE_WAYPOINT,USA,1
AHHOT,47.24723333,-68.19537222,TERMINAL_WAYPOINT,USA,1
AHHUJ,41.03509444,-101.88018333,TERMINAL_WAYPOINT,USA,1
AHIDO,32.19912222,-81.6292,TERMINAL_WAYPOINT,USA,1
AHIEO,44.09146667,-94.7795,ENROUTE_WAYPOINT,USA,1
AHILO,33.73034444,-110.05136667,ENROUTE_WAYPOINT,USA,1
AHIMY,34.60418333,-91.57847778,ENROUTE_WAYPOINT,USA,1
AHINO,35.936875,-86.37440833,TERMINAL_WAYPOINT,USA,1
AHIQU,39.25056389,-89.91986667,TERMINAL_WAYPOINT,USA,1
AHISO,47.94939444,-116.37357778,TERMINAL_WAYPOINT,USA,1
AHIYI,34.22635556,-118.87408889,TERMINAL_WAYPOINT,USA,1
