ident,lat,lon,waypoint_classes,area_codes,record_count
JUGID,39.90341111,-86.088825,ENROUTE_WAYPOINT,USA,1
JUGIG,41.30914722,-84.81442778,TERMINAL_WAYPOINT,USA,1
JUGIL,33.43055,-85.08270278,TERMINAL_WAYPOINT,USA,1
JUGIN,63.31468056,-142.75050833,ENROUTE_WAYPOINT,CAN,1
JUGIP,44.18270833,-105.51137222,ENROUTE_WAYPOINT,USA,1
JUGIR,34.07630278,-98.52450278,ENROUTE_WAYPOINT,USA,1
JUGIS,35.20429444,-97.26540833,ENROUTE_WAYPOINT,USA,1
JUGIT,42.2054,-90.823925,TERMINAL_WAYPOINT,USA,1
JUGIV,42.96210833,-108.14539167,ENROUTE_WAYPOINT,USA,1
JUGIX,44.07985,-123.20194444,TERMINAL_WAYPOINT,USA,1
JUGLA,70.57212778,-158.277475,TERMINAL_WAYPOINT,CAN,1
JUGLI,33.99706944,-117.79061667,ENROUTE_WAYPOINT,USA,1
JUGLO,61.37058333,-165.95212778,TERMINAL_WAYPOINT,CAN,1
JUGMA,46.84121111,-92.25866111,ENROUTE_WAYPOINT,USA,1
JUGMI,43.66270833,-124.30608889,TERMINAL_WAYPOINT,USA,1
JUGMO,39.17549444,-76.22223333,TERMINAL_WAYPOINT,USA,1
JUGOG,66.89091944,-156.33751944,TERMINAL_WAYPOINT,CAN,1
JUGON,46.45105278,-117.13641667,TERMINAL_WAYPOINT,USA,1
JUGOV,37.69599722,-97.49905833,ENROUTE_WAYPOINT,USA,1
JUGOX,40.74839167,-111.99238056,TERMINAL_WAYPOINT,USA,1
JUGPI,37.52756667,-76.64576944,TERMINAL_WAYPOINT,USA,1
JUGRO,36.68124722,-76.19242222,ENROUTE_WAYPOINT,USA,1
JUGRU,39.40680833,-118.65291389,ENROUTE_WAYPOINT,USA,1
JUGTA,39.28384722,-86.48963333,ENROUTE_WAYPOINT,USA,1
JUGTI,37.45153333,-118.49751111,ENROUTE_WAYPOINT,USA,1
JUGTO,43.12988056,-93.52896667,ENROUTE_WAYPOINT,USA,1
JUGTU,39.93673889,-122.18562778,TERMINAL_WAYPOINT,USA,1
JUGUD,31.95608889,-103.02901667,ENROUTE_WAYPOINT,USA,1
JUGUG,41.97306667,-89.25177222,TERMINAL_WAYPOINT,USA,1
JUGUK,36.23415278,-85.63901389,TERMINAL_WAYPOINT,USA,1
JUGUT,38.29346111,-77.42456667,ENROUTE_WAYPOINT,USA,1
JUGVI,42.90201111,-72.26839722,ENROUTE_WAYPOINT,USA,1
JUGVU,44.2148,-121.30011667,TERMINAL_WAYPOINT,USA,1
JUHCI,40.91025,-91.48604444,TERMINAL_WAYPOINT,USA,1
JUHRA,29.73140556,-81.93873056,TERMINAL_WAYPOINT,USA,1
JUHWO,32.22075,-95.24112222,TERMINAL_WAYPOINT,USA,1
JUICE,18.13093889,-63.66666667,ENROUTE_WAYPOINT,LAM,1
JUJHU,30.42934444,-96.1583,ENROUTE_WAYPOINT,USA,1
JUJUE,32.11601389,-96.37064444,ENROUTE_WAYPOINT,USA,1
JUJXI,64.975,-168.04166667,ENROUTE_WAYPOINT,CAN,1
JUKAG,43.18245556,-92.82094167,TERMINAL_WAYPOINT,USA,1
JUKAK,34.72694167,-81.35065833,TERMINAL_WAYPOINT,USA,1
JUKAL,34.40928056,-80.146925,ENROUTE_WAYPOINT,USA,1
JUKAN,63.30293611,-142.82230278,TERMINAL_WAYPOINT,CAN,1
JUKAP,40.98907222,-82.25411389,TERMINAL_WAYPOINT,USA,1
JUKAR,30.21834444,-95.52037778,ENROUTE_WAYPOINT,USA,1
JUKAX,40.48626111,-89.92799444,TERMINAL_WAYPOINT,USA,1
JUKBA,44.77272778,-73.53905278,TERMINAL_WAYPOINT,USA,1
JUKDI,70.28546111,-150.23423333,ENROUTE_WAYPOINT,CAN,1
JUKDO,47.55723611,-117.68341667,TERMINAL_WAYPOINT,USA,1
JUKDU,38.33955833,-76.32966111,ENROUTE_WAYPOINT,USA,1
JUKEK,38.488075,-121.61816944,ENROUTE_WAYPOINT,USA,1
JUKEL,64.457825,-157.97282222,TERMINAL_WAYPOINT,CAN,1
JUKEP,61.00035,-150.34139722,TERMINAL_WAYPOINT,CAN,1
JUKES,32.55624722,-86.47944444,ENROUTE_WAYPOINT,USA,1
JUKEX,37.74330833,-104.20206111,ENROUTE_WAYPOINT,USA,1
JUKGO,27.96778889,-82.42440556,TERMINAL_WAYPOINT,USA,1
JUKIK,38.77711667,-77.55433611,TERMINAL_WAYPOINT,USA,1
JUKIM,33.71151667,-95.49135278,ENROUTE_WAYPOINT,USA,1
JUKIN,35.40173611,-86.18037222,TERMINAL_WAYPOINT,USA,1
JUKIR,42.90161667,-78.192525,TERMINAL_WAYPOINT,USA,1
JUKIS,56.82076667,-132.84524167,ENROUTE_WAYPOINT,CAN,1
JUKLI,33.24775,-79.39110556,TERMINAL_WAYPOINT,USA,1
JUKLO,41.78141389,-90.36720556,TERMINAL_WAYPOINT,USA,1
JUKNO,36.92047222,-91.90186111,TERMINAL_WAYPOINT,USA,1
JUKNU,39.18092778,-119.77011389,TERMINAL_WAYPOINT,USA,1
JUKOB,44.49852222,-88.09925833,TERMINAL_WAYPOINT,USA,1
JUKOK,30.77911944,-83.15649444,ENROUTE_WAYPOINT,USA,1
JUKOM,40.38229167,-112.02617778,ENROUTE_WAYPOINT,USA,1
JUKRI,47.41586667,-119.41692778,TERMINAL_WAYPOINT,USA,1
JUKSA,44.957075,-68.72495278,TERMINAL_WAYPOINT,USA,1
JUKUD,41.68014722,-72.86977778,ENROUTE_WAYPOINT,USA,1
JUKUL,40.26701667,-76.31851667,TERMINAL_WAYPOINT,USA,1
JUKUM,43.64833611,-89.947175,ENROUTE_WAYPOINT,USA,1
JUKVI,43.58772778,-72.961225,ENROUTE_WAYPOINT,USA,1
JUKVO,33.35637222,-86.872575,TERMINAL_WAYPOINT,USA,1
JULAB,41.04460278,-107.46511667,TERMINAL_WAYPOINT,USA,1
JULAD,42.94555278,-82.49463611,TERMINAL_WAYPOINT,USA,1
JULAG,56.19849722,-133.04060833,ENROUTE_WAYPOINT,CAN,1
JULAM,48.40165833,-101.32893333,ENROUTE_WAYPOINT,USA,1
JULAS,32.56483611,-117.06440278,ENROUTE_WAYPOINT,USA,1
JULAT,43.42110556,-95.26336389,ENROUTE_WAYPOINT,USA,1
JULBO,33.13976389,-106.03896667,ENROUTE_WAYPOINT,USA,1
JULEA,39.27422778,-80.96471111,ENROUTE_WAYPOINT,USA,1
JULEB,40.87411667,-74.01122222,ENROUTE_WAYPOINT,USA,1
JULED,25.64421389,-80.63481111,TERMINAL_WAYPOINT,USA,1
JULEI,36.59101667,-83.42084722,TERMINAL_WAYPOINT,USA,1
JULEK,29.61421944,-95.47715278,ENROUTE_WAYPOINT,USA,1
JULEL,40.33236944,-88.67805278,TERMINAL_WAYPOINT,USA,1
JULEN,47.590675,-122.34294167,ENROUTE_WAYPOINT,USA,1
JULEP,41.91316389,-83.583025,TERMINAL_WAYPOINT,USA,1
JULER,32.7166,-117.19368889,ENROUTE_WAYPOINT,USA,1
JULES,55.31007222,-131.42863056,ENROUTE_WAYPOINT,CAN,1
JULGA,33.61546667,-83.81478889,TERMINAL_WAYPOINT,USA,1
JULGO,48.32441389,-122.95442222,ENROUTE_WAYPOINT,USA,1
JULID,40.06459444,-74.79564722,TERMINAL_WAYPOINT,USA,1
JULIK,39.15300556,-112.52571111,ENROUTE_WAYPOINT,USA,1
JULIN,61.09294167,-150.05164722,TERMINAL_WAYPOINT,CAN,1
JULIP,40.28951667,-87.52975833,TERMINAL_WAYPOINT,USA,1
JULIR,30.57829167,-96.32803056,TERMINAL_WAYPOINT,USA,1
JULIS,38.9157,-89.80720833,ENROUTE_WAYPOINT,USA,1
JULIX,56.57083889,-132.54824444,ENROUTE_WAYPOINT,CAN,1
JULKO,39.64788056,-85.13140556,TERMINAL_WAYPOINT,USA,1
JULKU,34.41439722,-96.99343889,ENROUTE_WAYPOINT,USA,1
JULLE,20.95993889,-157.57646944,ENROUTE_WAYPOINT,PAC,1
JULLI,33.97891111,-118.11766389,TERMINAL_WAYPOINT,USA,1
JULMA,38.17249722,-90.72314722,TERMINAL_WAYPOINT,USA,1
JULMI,41.95880556,-78.65845278,ENROUTE_WAYPOINT,USA,1
JULMO,32.58669167,-96.32860278,ENROUTE_WAYPOINT,USA,1
JULMU,59.73388056,-151.2259,TERMINAL_WAYPOINT,CAN,1
JULNA,41.4385,-88.68201667,ENROUTE_WAYPOINT,USA,1
JULNU,38.88078333,-78.57734167,TERMINAL_WAYPOINT,USA,1
JULOL,36.49711944,-103.11587778,TERMINAL_WAYPOINT,USA,1
JULOM,40.38021667,-97.05823333,TERMINAL_WAYPOINT,USA,1
JULON,51.86849444,-176.68565833,ENROUTE_WAYPOINT,CAN,1
JULOR,41.81251389,-89.69061667,ENROUTE_WAYPOINT,USA,1
JULOS,37.67101389,-122.49998889,TERMINAL_WAYPOINT,USA,1
JULOX,42.16643889,-88.79719722,ENROUTE_WAYPOINT,USA,1
JULPA,38.09651389,-101.72721111,TERMINAL_WAYPOINT,USA,1
JULRI,45.18649444,-87.25511111,TERMINAL_WAYPOINT,USA,1
JULRO,34.90596667,-92.18463333,ENROUTE_WAYPOINT,USA,1
JULSI,39.01741389,-74.90636111,TERMINAL_WAYPOINT,USA,1
JULSO,27.86623889,-82.71592778,ENROUTE_WAYPOINT,USA,1
JULSU,33.68271389,-88.49121111,ENROUTE_WAYPOINT,USA,1
JULTI,36.74443333,-119.68046667,ENROUTE_WAYPOINT,USA,1
JULTO,34.87073611,-76.92201944,ENROUTE_WAYPOINT,USA,1
JULTU,33.52539167,-90.08723611,TERMINAL_WAYPOINT,USA,1
JULUD,37.26421389,-121.97015,TERMINAL_WAYPOINT,USA,1
JULUK,38.79955278,-121.64847778,TERMINAL_WAYPOINT,USA,1
JULUR,34.31126667,-103.24383611,ENROUTE_WAYPOINT,USA,1
JULUS,38.42734444,-76.58420833,ENROUTE_WAYPOINT,USA,1
JULUT,41.45235278,-75.63170278,TERMINAL_WAYPOINT,USA,1
JULUV,34.11771389,-98.56686389,ENROUTE_WAYPOINT,USA,1
JULVA,37.90958611,-84.47981111,ENROUTE_WAYPOINT,USA,1
JULVI,44.66917778,-106.92145833,TERMINAL_WAYPOINT,USA,1
JULVU,39.06228056,-84.52542222,TERMINAL_WAYPOINT,USA,1
JULYA,38.97591944,-89.96090556,ENROUTE_WAYPOINT,USA,1
JULYT,40.78498611,-72.55039167,TERMINAL_WAYPOINT,USA,1
JUMAK,41.57968889,-83.63676389,TERMINAL_WAYPOINT,USA,1
JUMAM,37.30056667,-87.63996389,ENROUTE_WAYPOINT,USA,1
JUMAS,66.75818611,-162.15122778,ENROUTE_WAYPOINT,CAN,1
JUMAT,46.39271944,-119.19757222,TERMINAL_WAYPOINT,USA,1
JUMBA,28.12843889,-81.7969,TERMINAL_WAYPOINT,USA,1
JUMBO,31.53622778,-98.18012778,ENROUTE_WAYPOINT,USA,1
JUMDA,37.33179167,-122.28871944,TERMINAL_WAYPOINT,USA,1
JUMDO,35.40126944,-76.95205833,TERMINAL_WAYPOINT,USA,1
JUMDV,26.69918333,-80.62650556,ENROUTE_WAYPOINT,USA,1
JUMEG,34.03194444,-79.6439,TERMINAL_WAYPOINT,USA,1
JUMEK,34.67994722,-99.52853056,ENROUTE_WAYPOINT,USA,1
JUMEP,40.13376111,-79.65348611,ENROUTE_WAYPOINT,USA,1
JUMER,32.75728889,-115.05674444,ENROUTE_WAYPOINT,USA,1
JUMES,34.49405833,-98.55422222,ENROUTE_WAYPOINT,USA,1
JUMEV,29.93406111,-95.53899167,ENROUTE_WAYPOINT,USA,1
JUMGO,41.46813611,-72.80166944,TERMINAL_WAYPOINT,USA,1
JUMGU,46.61835278,-100.54247222,TERMINAL_WAYPOINT,USA,1
JUMIG,30.88206111,-85.18567222,TERMINAL_WAYPOINT,USA,1
JUMIL,42.13790278,-124.36146111,TERMINAL_WAYPOINT,USA,1
JUMIN,48.61055833,-106.671225,ENROUTE_WAYPOINT,USA,1
JUMIS,46.88384722,-114.84485833,TERMINAL_WAYPOINT,USA,1
JUMIT,36.177175,-75.70815278,TERMINAL_WAYPOINT,USA,1
JUMIV,42.14019167,-88.40027222,ENROUTE_WAYPOINT,USA,1
JUMIX,38.09701389,-76.55608333,ENROUTE_WAYPOINT,USA,1
JUMKI,56.47233611,-132.42209444,TERMINAL_WAYPOINT,CAN,1
JUMKO,43.08895,-106.74377778,ENROUTE_WAYPOINT,USA,1
JUMKU,33.58840833,-87.97895,TERMINAL_WAYPOINT,USA,1
JUMLA,39.24355,-118.54223056,ENROUTE_WAYPOINT,USA,1
JUMLO,34.05924167,-96.39282778,ENROUTE_WAYPOINT,USA,1
JUMOL,44.43715278,-109.18701667,TERMINAL_WAYPOINT,USA,1
JUMON,46.30516389,-102.04230556,TERMINAL_WAYPOINT,USA,1
JUMOP,37.43276667,-84.45610833,TERMINAL_WAYPOINT,USA,1
JUMOS,33.17225833,-96.37645,TERMINAL_WAYPOINT,USA,1
JUMPA,33.617175,-117.27816111,TERMINAL_WAYPOINT,USA,1
JUMPE,38.85511111,-76.87501667,ENROUTE_WAYPOINT,USA,1
JUMPN,41.81728333,-89.05800278,TERMINAL_WAYPOINT,USA,1
JUMPP,33.71470278,-117.96686944,TERMINAL_WAYPOINT,USA,1
JUMPR,41.17092778,-71.24708333,ENROUTE_WAYPOINT,USA,1
JUMPS,39.19701944,-121.45630278,ENROUTE_WAYPOINT,USA,1
JUMPY,34.60806111,-112.18080833,ENROUTE_WAYPOINT,USA,1
JUMRA,38.77808056,-96.80775556,TERMINAL_WAYPOINT,USA,1
JUMRO,42.93751111,-106.41726111,TERMINAL_WAYPOINT,USA,1
JUMSU,39.82840556,-80.82165556,TERMINAL_WAYPOINT,USA,1
JUMUB,33.66341944,-80.73039167,ENROUTE_WAYPOINT,USA,1
JUMUG,37.52165833,-97.22321944,TERMINAL_WAYPOINT,USA,1
JUMUL,37.70493611,-118.51360278,ENROUTE_WAYPOINT,USA,1
JUMUM,40.83170278,-73.05573889,TERMINAL_WAYPOINT,USA,1
JUMUP,41.03758056,-90.32261667,ENROUTE_WAYPOINT,USA,1
JUMUS,41.41901389,-97.32453889,ENROUTE_WAYPOINT,USA,1
JUMUT,70.17701944,-146.39324722,ENROUTE_WAYPOINT,CAN,1
JUMUV,26.00218889,-80.23053333,TERMINAL_WAYPOINT,USA,1
JUMUX,40.85186944,-76.49026667,TERMINAL_WAYPOINT,USA,1
JUMVA,35.85396389,-84.06579444,ENROUTE_WAYPOINT,USA,1
JUMVI,42.40969722,-85.59920833,ENROUTE_WAYPOINT,USA,1
JUMVO,43.93217222,-88.55713056,TERMINAL_WAYPOINT,USA,1
JUNAB,29.51648889,-98.25483611,ENROUTE_WAYPOINT,USA,1
JUNAD,41.24315556,-103.12927222,TERMINAL_WAYPOINT,USA,1
JUNAN,31.22736111,-83.18840833,ENROUTE_WAYPOINT,USA,1
JUNAR,37.26033056,-81.26704722,TERMINAL_WAYPOINT,USA,1
JUNAV,28.39152222,-82.68533611,TERMINAL_WAYPOINT,USA,1
JUNBO,38.6304,-121.58134167,TERMINAL_WAYPOINT,USA,1
JUNBU,46.02612222,-83.668575,TERMINAL_WAYPOINT,USA,1
JUNCA,45.29737778,-67.89953333,TERMINAL_WAYPOINT,USA,1
JUNCN,39.08085,-108.44588889,ENROUTE_WAYPOINT,USA,1
JUNCO,41.46453333,-90.74474167,TERMINAL_WAYPOINT,USA,1
JUNDA,42.98237778,-85.30943056,ENROUTE_WAYPOINT,USA,1
JUNEG,47.65645833,-104.22788056,TERMINAL_WAYPOINT,USA,1
JUNEJ,41.00166667,-120.91833333,ENROUTE_WAYPOINT,USA,1
JUNEK,42.9673,-115.78171111,ENROUTE_WAYPOINT,USA,1
JUNEL,44.50354444,-73.20289722,TERMINAL_WAYPOINT,USA,1
JUNEM,45.72288056,-88.13198889,TERMINAL_WAYPOINT,USA,1
JUNEP,39.0406,-95.75130278,ENROUTE_WAYPOINT,USA,1
JUNER,37.36766667,-103.72266667,ENROUTE_WAYPOINT,USA,1
JUNES,44.46878889,-95.59381111,ENROUTE_WAYPOINT,USA,1
JUNEX,40.77541389,-81.64289722,TERMINAL_WAYPOINT,USA,1
JUNEY,40.31123611,-77.77115556,ENROUTE_WAYPOINT,USA,1
JUNFU,34.66545,-88.70753056,TERMINAL_WAYPOINT,USA,1
JUNGA,43.46982222,-116.30999722,TERMINAL_WAYPOINT,USA,1
JUNGL,21.32513889,-158.11323056,TERMINAL_WAYPOINT,PAC,1
JUNGO,34.8038,-99.12783056,ENROUTE_WAYPOINT,USA,1
JUNIA,40.01481667,-75.11203611,TERMINAL_WAYPOINT,USA,1
JUNIE,11.5474,147.10791944,ENROUTE_WAYPOINT,PAC,1
JUNIK,40.43003056,-96.81704167,TERMINAL_WAYPOINT,USA,1
JUNIL,32.72308889,-83.68555278,TERMINAL_WAYPOINT,USA,1
JUNIP,27.247425,-79.70623056,ENROUTE_WAYPOINT,USA,1
JUNIR,34.7577,-76.70955556,ENROUTE_WAYPOINT,USA,1
JUNIT,33.51049722,-86.78364444,ENROUTE_WAYPOINT,USA,1
JUNIV,43.82670556,-107.93634444,TERMINAL_WAYPOINT,USA,1
JUNIX,27.18981111,-79.62687222,ENROUTE_WAYPOINT,USA,1
JUNKA,45.614475,-113.30799444,ENROUTE_WAYPOINT,USA,1
JUNKI,37.19975278,-77.31665,TERMINAL_WAYPOINT,USA,1
JUNKO,40.01178056,-78.43735556,ENROUTE_WAYPOINT,USA,1
JUNKR,35.67531667,-117.68046944,ENROUTE_WAYPOINT,USA,1
JUNKU,32.76285,-84.24509444,TERMINAL_WAYPOINT,USA,1
JUNKY,59.71669444,-148.66670833,ENROUTE_WAYPOINT,CAN,1
JUNLI,37.560825,-97.24926389,TERMINAL_WAYPOINT,USA,1
JUNNE,33.64571944,-83.02056944,TERMINAL_WAYPOINT,USA,1
JUNNO,36.73002778,-114.87949722,ENROUTE_WAYPOINT,USA,1
JUNNR,35.89294167,-80.65194167,ENROUTE_WAYPOINT,USA,1
JUNOE,35.67218056,-82.64838611,TERMINAL_WAYPOINT,USA,1
JUNOG,42.05873611,-80.21806389,TERMINAL_WAYPOINT,USA,1
JUNOK,31.26976667,-83.38159444,TERMINAL_WAYPOINT,USA,1
JUNOL,43.33805,-114.17665556,TERMINAL_WAYPOINT,USA,1
JUNOR,32.76779167,-116.54531111,TERMINAL_WAYPOINT,USA,1
JUNOS,39.23819167,-94.62062222,TERMINAL_WAYPOINT,USA,1
JUNPI,39.87979722,-94.90691111,TERMINAL_WAYPOINT,USA,1
JUNPR,32.75570833,-82.485025,ENROUTE_WAYPOINT,USA,1
JUNPU,42.68050833,-72.28673889,TERMINAL_WAYPOINT,USA,1
JUNRA,34.74888611,-77.70731389,TERMINAL_WAYPOINT,USA,1
JUNRI,41.64165833,-90.56613056,TERMINAL_WAYPOINT,USA,1
JUNRU,48.02247222,-114.54654167,TERMINAL_WAYPOINT,USA,1
JUNSA,46.13840833,-123.57523611,TERMINAL_WAYPOINT,USA,1
JUNSI,44.74366111,-103.87929722,TERMINAL_WAYPOINT,USA,1
JUNSU,47.70805556,-95.33091944,TERMINAL_WAYPOINT,USA,1
JUNTA,18.38873056,-67.47973333,TERMINAL_WAYPOINT,LAM,1
JUNTI,27.96896944,-82.46737778,TERMINAL_WAYPOINT,USA,1
JUNTU,44.71429167,-93.46224167,TERMINAL_WAYPOINT,USA,1
JUNUB,64.556325,-155.38873333,TERMINAL_WAYPOINT,CAN,1
JUNUG,41.22652222,-93.88380278,TERMINAL_WAYPOINT,USA,1
JUNUM,41.96400278,-103.19147222,ENROUTE_WAYPOINT,USA,1
JUNUP,42.232425,-89.08515556,TERMINAL_WAYPOINT,USA,1
JUNUR,25.38789722,-79.72216667,ENROUTE_WAYPOINT,USA,1
JUNUV,38.20380278,-122.30016667,TERMINAL_WAYPOINT,USA,1
JUNUX,38.72999444,-123.48722778,ENROUTE_WAYPOINT,USA,1
JUNVA,33.35431389,-101.97206111,ENROUTE_WAYPOINT,USA,1
JUNVE,35.46666389,-101.70929722,TERMINAL_WAYPOINT,USA,1
JUNVI,30.02643333,-95.63552222,ENROUTE_WAYPOINT,USA,1
JUNYA,41.81963889,-76.37229722,TERMINAL_WAYPOINT,USA,1
JUNYR,41.19166389,-95.90595833,TERMINAL_WAYPOINT,USA,1
JUPAD,33.64145556,-88.57831389,ENROUTE_WAYPOINT,USA,1
JUPAK,45.40066944,-84.09308611,TERMINAL_WAYPOINT,USA,1
JUPAL,39.44106944,-84.66708611,TERMINAL_WAYPOINT,USA,1
JUPAP,37.64035556,-121.95401111,TERMINAL_WAYPOINT,USA,1
JUPAR,36.40301944,-101.18476944,TERMINAL_WAYPOINT,USA,1
JUPAS,40.61947778,-76.25457222,ENROUTE_WAYPOINT,USA,1
JUPAT,32.34463056,-94.66123333,TERMINAL_WAYPOINT,USA,1
JUPAV,41.28358056,-85.07228056,TERMINAL_WAYPOINT,USA,1
JUPAX,31.07347778,-96.61552778,TERMINAL_WAYPOINT,USA,1
JUPDA,33.89679722,-91.46656667,ENROUTE_WAYPOINT,USA,1
JUPDO,46.23935,-123.78971111,TERMINAL_WAYPOINT,USA,1
JUPEB,35.05761944,-94.94209444,TERMINAL_WAYPOINT,USA,1
JUPED,64.53532222,-165.60451667,ENROUTE_WAYPOINT,CAN,1
JUPEL,45.69317778,-85.77252222,TERMINAL_WAYPOINT,USA,1
JUPEM,26.98674167,-80.46264722,ENROUTE_WAYPOINT,USA,1
JUPEP,33.27366389,-84.52431944,TERMINAL_WAYPOINT,USA,1
JUPER,42.60092778,-89.48438889,TERMINAL_WAYPOINT,USA,1
JUPES,34.61349167,-86.92995278,TERMINAL_WAYPOINT,USA,1
JUPET,6.81472222,154.3825,ENROUTE_WAYPOINT,PAC,1
JUPEV,42.91585833,-74.08153889,TERMINAL_WAYPOINT,USA,1
JUPEX,35.35846389,-118.96521111,TERMINAL_WAYPOINT,USA,1
JUPGA,44.91125278,-89.50673611,ENROUTE_WAYPOINT,USA,1
JUPGU,39.50270833,-119.75724444,ENROUTE_WAYPOINT,USA,1
JUPIB,45.85738889,-84.67832778,TERMINAL_WAYPOINT,USA,1
JUPIN,32.12608056,-111.22550278,TERMINAL_WAYPOINT,USA,1
JUPIR,41.82836389,-87.87806667,TERMINAL_WAYPOINT,USA,1
JUPIS,38.60070278,-90.27467778,TERMINAL_WAYPOINT,USA,1
JUPIV,33.68232222,-90.86225278,TERMINAL_WAYPOINT,USA,1
JUPKI,38.21683333,-122.41205,ENROUTE_WAYPOINT,USA,1
JUPLU,39.87061389,-86.08096389,ENROUTE_WAYPOINT,USA,1
JUPMO,40.77636389,-95.98692222,TERMINAL_WAYPOINT,USA,1
JUPNA,6.71888889,155.5825,ENROUTE_WAYPOINT,PAC,1
JUPNO,37.50236389,-100.061575,TERMINAL_WAYPOINT,USA,1
JUPOB,39.23066389,-99.89373611,TERMINAL_WAYPOINT,USA,1
JUPOL,33.23141389,-111.91584722,TERMINAL_WAYPOINT,USA,1
JUPOT,42.08617778,-69.96919444,TERMINAL_WAYPOINT,USA,1
JUPOX,35.55394444,-99.19390833,ENROUTE_WAYPOINT,USA,1
JUPRO,47.50416389,-122.69955556,ENROUTE_WAYPOINT,USA,1
JUPSI,34.05093056,-88.07491111,TERMINAL_WAYPOINT,USA,1
JUPTO,38.983925,-92.16383056,ENROUTE_WAYPOINT,USA,1
JUPTR,34.35347778,-105.88835,ENROUTE_WAYPOINT,USA,1
JUPTU,60.50693056,-145.542875,ENROUTE_WAYPOINT,CAN,1
JUPUK,40.19390278,-82.83549444,TERMINAL_WAYPOINT,USA,1
JUPUL,40.55464444,-99.34806389,ENROUTE_WAYPOINT,USA,1
JUPUN,45.50151944,-84.39926111,TERMINAL_WAYPOINT,USA,1
JUPUS,40.68564167,-106.35876111,TERMINAL_WAYPOINT,USA,1
JUPVA,33.4598,-112.45543333,ENROUTE_WAYPOINT,USA,1
JUPVI,33.18989722,-80.03621667,TERMINAL_WAYPOINT,USA,1
JUPVO,39.90125278,-82.83853889,ENROUTE_WAYPOINT,USA,1
JURAD,39.40113056,-74.43823333,TERMINAL_WAYPOINT,USA,1
JURAL,45.83014444,-111.22509167,TERMINAL_WAYPOINT,USA,1
JURAM,33.29004167,-86.95811389,TERMINAL_WAYPOINT,USA,1
JURAS,59.87234722,-154.98426389,TERMINAL_WAYPOINT,CAN,1
JURAV,33.90855278,-93.86073889,TERMINAL_WAYPOINT,USA,1
JURAX,42.09593056,-79.24515278,ENROUTE_WAYPOINT,USA,1
JURAZ,33.527325,-111.85104167,TERMINAL_WAYPOINT,USA,1
JURBA,64.64734167,-165.61865556,ENROUTE_WAYPOINT,CAN,1
JURBO,43.60057222,-83.9855,TERMINAL_WAYPOINT,USA,1
JURDI,34.68414444,-79.87066111,TERMINAL_WAYPOINT,USA,1
JURDO,46.77383333,-68.17456111,TERMINAL_WAYPOINT,USA,1
JURDY,44.36425833,-121.39769722,TERMINAL_WAYPOINT,USA,1
JUREP,45.83619444,-109.83090278,TERMINAL_WAYPOINT,USA,1
JURER,25.65126389,-80.24162778,ENROUTE_WAYPOINT,USA,1
JURES,36.99675833,-121.48604444,ENROUTE_WAYPOINT,USA,1
JURET,46.42239722,-120.18340556,TERMINAL_WAYPOINT,USA,1
JUREX,34.211025,-118.79885278,TERMINAL_WAYPOINT,USA,1
JURGA,40.72691667,-114.16176944,TERMINAL_WAYPOINT,USA,1
JURGI,42.77915556,-72.27918333,TERMINAL_WAYPOINT,USA,1
JURGO,45.0857,-74.64430833,TERMINAL_WAYPOINT,USA,1
JURHY,41.71895833,-83.67131111,ENROUTE_WAYPOINT,USA,1
JURIK,44.03339444,-123.15451389,ENROUTE_WAYPOINT,USA,1
JURIL,41.64826389,-73.84895,TERMINAL_WAYPOINT,USA,1
JURIN,41.71723056,-99.22753611,TERMINAL_WAYPOINT,USA,1
JURIT,40.59399722,-85.81900556,ENROUTE_WAYPOINT,USA,1
JURIX,40.24176111,-92.29668056,ENROUTE_WAYPOINT,USA,1
JURKI,40.47049444,-76.4898,ENROUTE_WAYPOINT,USA,1
JURKY,39.55549444,-104.19083889,TERMINAL_WAYPOINT,USA,1
JURLA,39.49450833,-85.81335,TERMINAL_WAYPOINT,USA,1
JURLI,44.00271667,-69.64713889,ENROUTE_WAYPOINT,USA,1
JURLO,43.96744722,-123.29465278,TERMINAL_WAYPOINT,USA,1
JURMA,35.75717222,-95.11525278,TERMINAL_WAYPOINT,USA,1
JURMI,47.55038889,-103.01982222,TERMINAL_WAYPOINT,USA,1
JURMU,32.45735833,-87.36560833,TERMINAL_WAYPOINT,USA,1
JURNE,46.79750278,-123.04881111,ENROUTE_WAYPOINT,USA,1
JURNY,44.60865,-93.47236944,ENROUTE_WAYPOINT,USA,1
JUROB,37.28223056,-95.50578333,TERMINAL_WAYPOINT,USA,1
JUROD,42.39951667,-122.88616111,TERMINAL_WAYPOINT,USA,1
JUROL,41.24513333,-82.80324722,TERMINAL_WAYPOINT,USA,1
JURON,36.12017778,-76.76010278,ENROUTE_WAYPOINT,USA,1
JUROR,33.09658056,-118.37828889,ENROUTE_WAYPOINT,USA,1
JUROT,28.74356944,-81.86943056,TERMINAL_WAYPOINT,USA,1
JURPE,33.99575278,-117.81991667,TERMINAL_WAYPOINT,USA,1
JURPI,30.25145833,-95.50276389,ENROUTE_WAYPOINT,USA,1
JURPO,34.954075,-77.958575,ENROUTE_WAYPOINT,USA,1
JURSA,32.19624167,-81.80201389,TERMINAL_WAYPOINT,USA,1
