acId,entry_lat,entry_lon,entry_alt,entry_rectime,exit_lat,exit_lon,exit_alt,exit_rectime,entry_x,entry_y,exit_x,exit_y
DAL1120_KMSNtoKDTW,43.267220235519794,-86.15853088074897,27000.0,2023-12-22 08:10:01,42.688675921391216,-83.95752704065337,12979.648828962076,2023-12-22 08:25:13,-227098.10895148723,121050.80785957955,-49377.92445824788,53134.67472200574
DAL1208_KORDtoKDTW,43.09239653435184,-86.22098350157782,23000.0,2023-12-22 11:58:55,42.688516223120274,-83.9577764423371,12987.765077586582,2023-12-22 12:13:41,-232813.95013811023,101787.44560807491,-49398.43521567921,53117.06215820003
DAL1225_KTVCtoKDTW,44.47611,-85.20944,12800.0,2023-12-22 06:08:13,42.91456900424636,-83.60268144450855,19947.47510615898,2023-12-22 06:24:42,-147289.9301164408,253338.6295220141,-20301.311548974227,78107.33309536811
DAL1240_KATLtoKDTW,39.408821847175155,-82.29519278464454,33000.0,2023-12-22 09:58:38,41.673118596525086,-82.94256476364883,19246.684949749582,2023-12-22 10:19:15,90948.78261876553,-311189.28783527814,34123.278248045055,-59883.36733172648
DAL1296_KDENtoKDTW,42.50731322223179,-86.33884182906013,35000.0,2023-12-22 04:41:13,42.29287729402588,-84.14565674476155,13737.491761035171,2023-12-22 04:54:13,-244673.32034332544,37083.78850034954,-65164.24045073242,9251.262308932743
DAL1312_KIAHtoKDTW,40.49639,-85.71833,29200.0,2023-12-22 14:24:21,41.737281538099545,-84.1726247564583,17054.53868214236,2023-12-22 14:38:54,-199977.83200232583,-188069.46055189587,-67974.10570050632,-52505.48150653779
DAL1321_KMCOtoKDTW,39.47186692549864,-82.14000999771017,31000.0,2023-12-22 07:46:12,41.673073038603455,-82.94176875075127,18205.602101163695,2023-12-22 08:06:46,104188.99906382269,-304004.8894541437,34189.41721869008,-59888.11525476484
DAL133_EHAMtoKDTW,42.96667,-80.795,26700.0,2023-12-22 12:36:15,42.48563572786084,-82.75623952146518,7097.157211550972,2023-12-22 12:51:49,208143.37218947764,87009.10260781799,48967.113592251306,30554.219805108525
DAL1340_KPHXtoKDTW,42.04399395455645,-86.34509887936117,29545.98406634572,2023-12-22 10:57:57,41.9675,-84.29689863645545,17000.0,2023-12-22 11:10:13,-246994.638537019,-14397.99903286295,-78003.36588198459,-26801.080277584868
DAL135_EHAMtoKDTW,43.08023501885609,-80.48179275878633,30600.754166188017,2023-12-22 15:34:36,42.493841590295304,-82.77372784836679,8672.029935428129,2023-12-22 15:53:39,233186.0141267573,100447.91480400148,47526.86934124327,31456.742627249572
DAL137_EHAMtoKDTW,42.98361,-80.58861,29200.0,2023-12-22 17:23:16,42.49508063619412,-82.77636937034801,7076.8161304982,2023-12-22 17:41:45,224867.1979038405,89418.86383835586,47309.360571466896,31593.044501566048
DAL1411_KLGAtoKDTW,42.51440560226964,-80.36900629487762,33625.01653117114,2023-12-22 11:09:39,42.4168560256902,-82.61005514866164,9759.530453110716,2023-12-22 11:25:08,244559.5521342806,37870.41861995373,61020.825356692745,23000.84268429997
DAL1420_KPHXtoKDTW,42.044216032458486,-86.3451097215448,27409.124876052483,2023-12-22 22:03:40,41.96785962018086,-84.29673223822294,16956.672267366157,2023-12-22 22:16:45,-246994.6689060999,-14373.282719427812,-77989.16869444573,-26761.245709602805
DAL1433_KMCOtoKDTW,39.47200808832612,-82.1397123279792,31650.977276669342,2023-12-22 10:37:32,41.673250720285466,-82.94485888036294,17824.375815755113,2023-12-22 10:57:43,104214.34136476925,-303988.83629781427,33932.66518005401,-59869.588551505454
DAL1435_KDCAtoKDTW,40.67235037169452,-80.78329830255859,32208.840088590143,2023-12-22 06:56:45,41.74740443766483,-82.79890840136494,13657.485931642865,2023-12-22 07:14:24,216745.8200986849,-168010.83733576257,46001.54905640057,-51555.941745095406
DAL1445_KPHXtoKDTW,41.87180481222802,-86.33200477447754,35000.0,2023-12-22 04:56:53,42.09451015090392,-84.23805468107918,11100.0,2023-12-22 05:10:11,-246580.56734589333,-33575.47649197511,-72992.51992123465,-12730.70174180974
DAL1456_KMSPtoKDTW,43.233901700687525,-86.17046327956935,33000.0,2023-12-22 21:59:11,42.688514091952634,-83.9577795810935,11009.98722856437,2023-12-22 22:14:20,-228187.77683875445,117379.27771805166,-49398.69344334177,53116.827009538436
DAL1484_KSYRtoKDTW,42.7282196987536,-80.40069500358332,30052.975753445065,2023-12-22 06:37:22,42.481069654703234,-82.74651222381073,16897.80014739528,2023-12-22 06:53:19,241136.24959662385,61546.21277669579,49768.36419138573,30052.145648715654
DAL1502_KATLtoKDTW,39.32131356227871,-82.56420521611844,35000.0,2023-12-22 22:56:33,41.67328032914861,-82.9453725298065,19641.323835666142,2023-12-22 23:17:17,67915.94195009787,-321165.53806602425,33889.987277597524,-59866.49985083905
DAL1523_KATLtoKDTW,39.47196530123279,-82.13980259697075,33000.0,2023-12-22 13:31:54,41.67310673473592,-82.94235815635074,19679.37538545646,2023-12-22 13:51:26,104206.65623655585,-303993.7021442527,34140.44480757618,-59884.603853236746
DAL1608_KLGAtoKDTW,42.51425024569307,-80.36898337590124,31380.663688417008,2023-12-22 21:49:42,42.4155464121209,-82.60957087443006,10039.310224524848,2023-12-22 22:05:06,244562.0364354601,37853.216024318084,61061.85182594731,22855.57088671327
DAL1646_KATLtoKDTW,39.47205927101589,-82.13960435159959,33000.0,2023-12-22 08:29:54,41.673066892954736,-82.94166328014533,18423.99884599955,2023-12-22 08:50:21,104223.53401010558,-303983.0156804112,34198.180605781425,-59888.7564539312
DAL1655_KPHLtoKDTW,40.67244148005905,-80.78324397282847,30000.0,2023-12-22 08:18:06,41.74826015799191,-82.79727615065434,17727.66598878265,2023-12-22 08:35:33,216750.1012266307,-168000.57235285043,46136.343966438384,-51459.91181270418
DAL1656_KRSWtoKDTW,39.43465366923276,-82.2227795870667,34628.41437112877,2023-12-22 13:46:44,41.67344403622766,-82.94821809473352,19585.63810532941,2023-12-22 14:06:38,97135.29693840416,-308238.60169167595,33653.556962045026,-59849.42003946764
DAL1673_KLGAtoKDTW,42.500316893113045,-80.3675389087731,30000.0,2023-12-22 16:21:45,42.43004092177423,-82.63802369909162,8629.22983873293,2023-12-22 16:38:49,244734.8132052549,36308.624426965725,58712.6216078392,24447.238408596004
DAL1699_KSATtoKDTW,40.50167,-85.78167,29200.0,2023-12-22 19:24:20,41.737310674582055,-84.17324891684356,17012.257231482206,2023-12-22 19:38:36,-205316.12825250463,-187333.6110206621,-68025.86218788644,-52501.74576289119
DAL1745_KDENtoKDTW,43.002475359103286,-86.24454244636698,34524.356836382736,2023-12-22 10:21:34,42.688368283052384,-83.95800747583571,12128.493375989668,2023-12-22 10:36:50,-235068.49834426088,91857.1703068696,-49417.435471643534,53100.74641615402
DAL1748_KBOStoKDTW,42.72862658204464,-80.40075545441255,30000.0,2023-12-22 09:58:53,42.48502137778964,-82.75493047403549,7100.0,2023-12-22 10:16:00,241129.73780874137,61591.26804812801,49074.93477109685,30486.66220538874
DAL1814_MKJStoKDTW,39.53442701729151,-82.0077444006968,33725.42807371526,2023-12-22 17:59:36,41.74673190386389,-82.80019130713583,19146.631809711012,2023-12-22 18:19:32,115439.21070953697,-296881.5405009393,45895.60124592085,-51631.41250912341
DAL1846_MMUNtoKDTW,39.4128779144852,-82.28383496039737,35000.0,2023-12-22 15:15:43,41.673248366497255,-82.94481635758316,19642.472848336667,2023-12-22 15:35:23,91919.43160287473,-310726.33065270126,33936.198246166736,-59869.833409729035
DAL1902_MMPRtoKDTW,40.505,-85.65944,29000.0,2023-12-22 18:55:08,41.7372346734358,-84.17162832902703,17530.91653090252,2023-12-22 19:08:52,-194973.9660424724,-187247.1479780947,-67891.48043493567,-52511.483527900615
DAL2063_KTPAtoKDTW,39.420803726041754,-82.26162697454477,33000.0,2023-12-22 09:54:40,41.67310524792741,-82.94233036978898,19875.47789674767,2023-12-22 10:14:44,93817.01122278969,-309821.3016968073,34142.75347639499,-59884.75808714168
DAL2095_KLGAtoKDTW,42.50205246442259,-80.36762424009582,31982.697781139683,2023-12-22 14:37:42,42.429656081837486,-82.63720647025855,10076.89704969302,2023-12-22 14:54:32,244721.03941100495,36501.294292416525,58780.05236572079,24405.01095782426
DAL2140_KSTLtoKDTW,40.51306,-85.68528,29000.0,2023-12-22 08:09:57,41.73725470705136,-84.17205248598316,16974.498756163703,2023-12-22 08:24:22,-197134.2309967571,-186292.3409698045,-67926.65209594784,-52508.91933725527
DAL2151_KPVDtoKDTW,42.72780071772563,-80.4006330173043,30000.0,2023-12-22 06:46:11,42.48134028875907,-82.74708913372278,13951.20385012095,2023-12-22 07:03:26,241142.93367512117,61499.81715209958,49720.840263201564,30081.90113343449
DAL2183_KDFWtoKDTW,40.49139,-85.68306,31000.0,2023-12-22 08:24:20,41.73730357554231,-84.17309736660187,17011.486152998325,2023-12-22 08:37:47,-197010.97804422418,-188706.5120471913,-68013.29540345214,-52502.6555860591
DAL2207_KSTLtoKDTW,40.51551103948745,-85.82526922855376,29000.0,2023-12-22 19:22:42,41.73726858848278,-84.1723483784945,16986.543687772555,2023-12-22 19:36:07,-208957.93498482055,-185690.15909060766,-67951.18798373749,-52507.140908237336
DAL2222_KBOStoKDTW,42.72839048632175,-80.40072036968238,28000.0,2023-12-22 14:45:34,42.50021326063566,-82.78731423421681,5962.658296436128,2023-12-22 15:04:27,241133.51693757522,61565.124561197765,46408.22780830933,32157.731993225952
DAL2255_KMSPtoKDTW,43.3119378771412,-86.14249638029663,31000.0,2023-12-22 08:00:02,42.68856032611157,-83.95770741049303,12094.533893705231,2023-12-22 08:14:58,-225635.60595375346,125978.6526623898,-49392.75811579546,53121.926026298286
DAL2313_KMSPtoKDTW,43.294074706420055,-86.14890431129369,33000.0,2023-12-22 14:32:31,42.68859047390077,-83.9576604064762,12433.825065763664,2023-12-22 14:47:06,-226219.8287799299,124010.12045331052,-49388.892470359024,53125.250964329134
DAL2333_KJAXtoKDTW,39.61536903041827,-81.85829838495057,35678.52387832691,2023-12-22 13:20:28,41.74739753870234,-82.79892150785092,16891.485011743145,2023-12-22 13:39:09,128105.92041204413,-287672.024044009,46000.46669873735,-51556.715915754095
DAL2368_KIAHtoKDTW,40.48861,-85.68722,29900.0,2023-12-22 22:25:07,41.73735227037938,-84.17413934713758,16954.516788139106,2023-12-22 22:38:57,-197370.96280945535,-189006.056788059,-68099.69812963232,-52496.41239346799
DAL2394_KGRRtoKDTW,42.87833,-85.45139,2600.0,2023-12-22 06:05:51,42.68624819523093,-83.96060895620485,17172.406948514305,2023-12-22 06:18:05,-170938.64780656988,76159.23834458647,-49631.74964535046,52866.52162425069
DAL2447_KMEMtoKDTW,40.505,-85.66833,29500.0,2023-12-22 08:33:45,41.73729409039362,-84.17289677776346,17579.044857609242,2023-12-22 08:48:27,-195725.43275490872,-187227.00570716144,-67996.66235132203,-52503.86967181174
DAL2476_KDCAtoKDTW,40.682704778990576,-80.77709150428181,30000.0,2023-12-22 13:15:53,41.74878375659679,-82.7970655528213,17996.369947225707,2023-12-22 13:33:10,217235.00300454267,-166844.1301614835,46153.437272841176,-51401.57740040037
DAL2489_KBNAtoKDTW,40.42386318225868,-85.75708858022136,30809.94008446692,2023-12-22 16:08:22,41.73732905901927,-84.17364702540424,16936.79242121379,2023-12-22 16:23:16,-203476.61495737694,-196041.67922579913,-68058.87424232213,-52499.384999397895
DAL2505_KATLtoKDTW,39.47207014201796,-82.13958143060201,35000.0,2023-12-22 17:57:21,41.67313637476355,-82.94287179228786,19127.80506694877,2023-12-22 18:17:26,104225.48539436696,-303981.77941801405,34097.767824606024,-59881.51292904016
DAL2604_KCLTtoKDTW,39.63327861898183,-81.82844805346255,34000.0,2023-12-22 06:52:43,41.746964158606794,-82.79974811125842,12898.893257542128,2023-12-22 07:12:33,130628.90182902785,-285636.1942953743,45932.2025571728,-51605.349316990505
DAL2737_KBOStoKDTW,42.72859175431176,-80.4007502785051,30098.356244302344,2023-12-22 06:47:53,42.481549541140865,-82.74753451370813,15428.781645634654,2023-12-22 07:04:30,241130.2953173232,61587.4114846057,49684.151358343785,30104.908488157856
DAL2761_KMCItoKDTW,42.04520638849397,-86.3451582551995,24881.40644198433,2023-12-22 19:58:46,41.96712720409086,-84.29707123519994,17033.141396121664,2023-12-22 20:11:48,-246994.81932894286,-14263.059832539157,-78018.09198680193,-26842.37417616593
DAL2871_KORDtoKDTW,42.9280038324637,-86.26321046360388,23000.0,2023-12-22 20:40:02,42.68855895331929,-83.95770953029687,12260.072862936451,2023-12-22 20:55:45,-236870.98972031038,83631.17444012452,-49392.93246057088,53121.77461196666
DAL2882_KCLTtoKDTW,39.623398502245834,-81.84491920341289,30000.0,2023-12-22 18:12:18,41.7487806426616,-82.79706709324954,19772.281366714633,2023-12-22 18:32:37,129236.90820459419,-286759.40578404634,46153.311727581226,-51401.92448120612
DAL2935_KMEMtoKDTW,40.51861,-85.65417,29500.0,2023-12-22 19:50:56,41.73729687847077,-84.17295310281884,16998.682233959975,2023-12-22 20:04:36,-194488.5580893986,-185745.99319757705,-68001.33275644717,-52503.514900922244
DAL2936_KEWRtoKDTW,42.51465834007257,-80.36904368079536,31633.6326876871,2023-12-22 14:07:40,42.54207991111406,-82.87674007384177,7000.0,2023-12-22 14:27:08,244555.50237597674,37898.40392666912,39050.97203701047,36768.13093808726
DAL338_KCLEtoKDTW,41.39833,-81.93389,3100.0,2023-12-22 06:06:01,41.74946014146879,-82.79687770733693,13976.95327707006,2023-12-22 06:14:49,118401.07514393248,-89539.8802373165,46168.532550474876,-51326.266390883
DAL343_KCVGtoKDTW,39.99389,-84.58083,23000.0,2023-12-22 06:10:05,41.73619529024404,-84.14944574977339,11342.099903157228,2023-12-22 06:26:52,-104584.09320528888,-245945.38069158583,-66052.02976483661,-52644.41576772082
DAL361_KSFOtoKDTW,43.23259262464273,-86.17093165012358,33000.0,2023-12-22 18:57:41,42.68866998996909,-83.95753638009195,12689.6708905676,2023-12-22 19:12:39,-228230.57343623968,117235.02627818835,-49378.69249172177,53134.02060941764
DAL369_KSANtoKDTW,42.0127783381649,-86.34356447526095,27672.523975584987,2023-12-22 22:02:01,41.96723668771273,-84.29702067232317,19000.0,2023-12-22 22:14:04,-246989.42343382892,-17872.193752217074,-78013.77761634666,-26830.24676993815
DAL405_KSANtoKDTW,42.0441758554957,-86.34510770411295,33000.0,2023-12-22 13:21:39,41.96719486574642,-84.29703977876828,17000.0,2023-12-22 13:34:06,-246994.65879680341,-14377.754404077794,-78015.40846007607,-26834.879543447092
DAL444_KSEAtoKDTW,43.39059666150893,-86.1108835941761,33000.0,2023-12-22 22:14:44,42.68859296925324,-83.95765648925938,12839.177345241133,2023-12-22 22:29:05,-222792.1588033874,134638.48583209928,-49388.57032923815,53125.5261562676
DAL470_KLAStoKDTW,41.99489199036894,-86.34269168282908,27238.57486823676,2023-12-22 16:41:16,41.96763002250442,-84.2968382881869,18926.122071275488,2023-12-22 16:53:33,-246986.88661446323,-19862.867387414488,-77998.21741041927,-26786.67806018002
DAL472_KLAStoKDTW,41.994108928704314,-86.34265335310893,27543.622354059535,2023-12-22 12:05:33,41.9675,-84.29689872121683,17100.0,2023-12-22 12:18:51,-246986.7644317984,-19950.019144576643,-78003.37288932184,-26801.08020020031
DAL481_KSTLtoKDTW,40.49611,-85.73056,31400.0,2023-12-22 12:22:44,41.73728029623688,-84.17260537192158,20939.98667303029,2023-12-22 12:37:07,-201012.59058306657,-188072.150119375,-67972.498657133,-52505.634989903745
DAL494_KLAXtoKDTW,42.0441530289793,-86.34510601613685,31000.0,2023-12-22 14:14:02,41.96756529284746,-84.29686836196451,16938.34056295264,2023-12-22 14:26:23,-246994.6083426681,-14380.296556636593,-78000.7830018499,-26793.847950146457
DAL498_KRSWtoKDTW,39.47196501722472,-82.13980316618306,34406.85139245936,2023-12-22 08:00:55,41.67314933158463,-82.94309575544592,20227.116630094097,2023-12-22 08:20:32,104206.60779783584,-303993.7344062946,34079.159168190694,-59880.16145811042
DAL640_KBNAtoKDTW,40.36649226258391,-85.71450803175537,33000.0,2023-12-22 12:18:49,41.737277756811544,-84.17254646280789,20950.226322612325,2023-12-22 12:33:58,-200045.48103330468,-202519.23890567143,-67967.61358262121,-52505.96414625072
DAL661_KRSWtoKDTW,39.471928932690965,-82.13987919833268,36370.00531283437,2023-12-22 22:06:59,41.67314416622272,-82.94300469892923,19223.733219364043,2023-12-22 22:26:56,104200.13479738405,-303997.8379004223,34086.72481893123,-59880.69953499107
DAL776_KSNAtoKDTW,42.01753191517679,-86.34380030838875,33000.0,2023-12-22 19:31:05,41.96844434719137,-84.29646164209504,16980.66280801716,2023-12-22 19:43:38,-246990.40802578442,-17343.1299631524,-77966.08171837062,-26696.476385221256
DAL802_KLAXtoKDTW,42.0440283617466,-86.34510052157984,33000.0,2023-12-22 19:22:16,41.96794042456989,-84.29669509284278,16985.54733604605,2023-12-22 19:34:30,-246994.6401403463,-14394.169769654347,-77985.99880695874,-26752.294907276668
DAL8770_KATLtoKDTW,39.35379799148298,-82.44882117350564,38739.13182022658,2023-12-22 20:43:04,41.67308235779084,-82.94193221982884,18152.53005096603,2023-12-22 21:02:08,77808.2104710672,-317456.73438317014,34175.83494264497,-59887.14433974074
DAL87_EDDFtoKDTW,43.08032722672895,-80.48181640487574,29842.935951242613,2023-12-22 14:57:31,42.49364432276169,-82.77330690361215,7103.520283250381,2023-12-22 15:17:20,233183.7455868466,100458.09921818903,47561.531511479996,31435.042953360182
DAL8846_KIADtoKDTW,40.6947496150193,-80.76986752805503,30000.0,2023-12-22 17:08:33,41.75002622019732,-82.79672083079122,20000.736737846004,2023-12-22 17:23:42,217804.1610254791,-165486.8964090646,46181.138035985154,-51263.2374009009
DAL894_KRSWtoKDTW,39.43976528984049,-82.20842824084542,36000.0,2023-12-22 17:07:41,41.67328346498601,-82.94542709055555,19810.861975041877,2023-12-22 17:26:30,98360.82661308702,-307654.0815306038,33885.45396273341,-59866.1727791329
DAL8952_KPHLtoKDTW,40.86920257296341,-80.6742174694934,36000.0,2023-12-21 23:49:11,41.75044144166561,-82.79660456031155,13239.035322402966,2023-12-22 00:05:21,225267.0398429974,-145847.51515033154,46190.48368411398,-51217.004670577306
DAL906_KSLCtoKDTW,43.23277769933761,-86.17086549006416,33000.0,2023-12-22 20:11:09,42.688588887299744,-83.9576629732313,11940.915317611598,2023-12-22 20:25:37,-228224.52747966527,117255.42041363782,-49389.103514840805,53125.07603531894
DAL962_KSANtoKDTW,41.893129528334505,-86.33518040251012,34947.761911876754,2023-12-22 05:08:06,42.08514590131168,-84.24240192145625,12649.59265728338,2023-12-22 05:21:12,-246760.79668057495,-31195.959860171148,-73362.03053154453,-13768.198500670107
DAL97_LFPGtoKDTW,43.0803207356399,-80.48181461424942,28423.553857505813,2023-12-22 13:28:44,42.5043477686356,-82.7961332038846,7000.0,2023-12-22 13:48:06,233183.915513596,100457.38262016892,45682.235199458846,32612.690459439338
EDV4860_KROCtoKDTW,42.728856785138944,-80.40078967584084,26000.0,2023-12-22 13:16:41,42.50525632689118,-82.79807175793593,7000.0,2023-12-22 13:34:09,241126.05201067356,61616.758995528355,45522.663036793885,32712.67737332819
EDV4867_CYYZtoKDTW,42.95290215287274,-80.4498223247169,20000.0,2023-12-22 06:46:10,42.41220526860436,-82.61052048491563,17683.832247234855,2023-12-22 07:02:29,236268.21772794233,86382.63291191078,60987.14418289306,22483.380892526773
EDV4868_KSYRtoKDTW,42.72772371204682,-80.40062123711829,30000.0,2023-12-22 13:49:53,42.49515889696793,-82.77653602275991,7357.3451462667535,2023-12-22 14:07:45,241144.1938045831,61491.2910726629,47295.6382601955,31601.6539511994
EDV4895_KSYRtoKDTW,42.728090982247146,-80.40067582986097,30000.0,2023-12-22 18:07:40,42.5017562559407,-82.79060518601973,7000.0,2023-12-22 18:25:52,241138.31369851955,61531.959798390366,46137.299864071145,32327.513499874665
EDV4959_KLEXtoKDTW,40.01278,-84.53944,23000.0,2023-12-22 18:27:19,41.73713515617103,-84.16949443985857,19596.70715121994,2023-12-22 18:42:48,-101029.2460827596,-243894.20408449695,-67714.53379471364,-52524.23987015174
EDV5018_CYULtoKDTW,43.08041453187901,-80.48183794799729,28497.07388501836,2023-12-22 08:12:47,42.49447053618153,-82.77506863507772,7201.96174386065,2023-12-22 08:31:47,233181.66631829712,100467.74445030277,47416.464908669346,31525.929330124818
EDV5024_KSDFtoKDTW,39.98167,-84.89306,26700.0,2023-12-22 08:30:19,41.737065440792115,-84.16801037614267,20363.53873835511,2023-12-22 08:45:28,-131209.39576095896,-246878.64701545282,-67591.47224912702,-52533.16497995864
EDV5037_CYULtoKDTW,43.08009171556955,-80.48175785206433,27454.86484907332,2023-12-22 14:04:06,42.48511275544129,-82.75512502464548,7165.789208963734,2023-12-22 14:22:33,233189.39019316953,100432.08180482547,49058.910199749385,30496.710621752267
EDV5043_KOMAtoKDTW,43.24013978792364,-86.16823008432762,33000.0,2023-12-22 08:13:48,42.68896410701309,-83.95707708968615,13245.659653461227,2023-12-22 08:28:26,-227983.756714984,118066.67311226354,-49340.92076435623,53166.45792276148
EDV5122_KTYStoKDTW,39.47299397976529,-82.13763238466804,31000.0,2023-12-22 12:44:56,41.673139979879295,-82.94293515324418,19119.457109046813,2023-12-22 13:04:24,104391.41638237356,-303876.71626897214,34092.50331932009,-59881.13731623651
EDV5253_KORFtoKDTW,39.72775887326741,-81.6737038473906,32000.0,2023-12-22 13:50:07,41.74697846237821,-82.79972108655475,18631.459124387744,2023-12-22 14:08:35,143682.57223977562,-274886.5642824363,45934.43428074296,-51603.74431351631
EDV5282_KMSNtoKDTW,43.294970114986896,-86.14858226440323,25000.0,2023-12-22 19:24:31,42.68843066958935,-83.95790982249771,12161.064299969436,2023-12-22 19:39:46,-226190.46902107715,124108.79169832848,-49409.404539234034,53107.626650093865
EDV5307_KAZOtoKDTW,42.20306,-85.53722,2700.0,2023-12-22 06:22:37,41.96802539401035,-84.2966557601119,11100.0,2023-12-22 06:33:58,-179860.99631382042,1263.8608916981843,-77982.64299229172,-26742.882984446478
EDV5355_KATWtoKDTW,43.61209022217623,-86.00609887604638,25000.0,2023-12-22 08:26:31,42.68845450046864,-83.95787281398574,12260.580018745724,2023-12-22 08:41:37,-213550.20276381765,158989.34056615044,-49406.360844200724,53110.25498677685
EDV5455_KGRBtoKDTW,43.61426973431964,-86.00506369438156,25000.0,2023-12-22 08:21:21,42.68877129380291,-83.95737814006841,11231.545751933148,2023-12-22 08:36:02,-213459.2251770705,159229.00198369435,-49365.678923930405,53145.193065473286
EDV5462_KJFKtoKDTW,42.51528640319841,-80.3691364074183,31897.68559093646,2023-12-22 08:41:40,42.416734123822025,-82.60979691129188,9449.929905761845,2023-12-22 08:57:53,244545.4533115501,37967.94900785129,61042.14192323433,22987.47322432971
EDV5497_KBHMtoKDTW,40.48611,-85.60306,27000.0,2023-12-22 12:42:33,41.737254758389625,-84.172056423827,20737.774189832857,2023-12-22 12:57:11,-190262.33614482457,-189473.15326105332,-67926.97876992212,-52508.91050292857
EDV5498_KIADtoKDTW,40.67310261772449,-80.78284743956621,30000.0,2023-12-22 18:08:33,41.74966445975105,-82.7968208341787,18539.637218582215,2023-12-22 18:27:07,216781.3598356693,-167926.0775688879,46173.10315366002,-51303.51681654846
EDV5522_KMSNtoKDTW,43.22180159193222,-86.17479336238881,29000.0,2023-12-22 12:27:20,42.68894178669337,-83.95711183448128,12902.332733935633,2023-12-22 12:42:23,-228583.4809766911,116045.93787759333,-49343.778196075626,53163.9962084107
FDX1418_KMEMtoKDTW,40.39472,-85.56056,35000.0,2023-12-22 05:46:32,41.73744229883414,-84.17606751797372,11383.8002875796,2023-12-22 06:00:55,-186925.74127829616,-199726.26973133508,-68259.5849140973,-52484.865645639795
FDX505_KMEMtoKDTW,40.4975,-85.67639,32900.0,2023-12-22 17:26:08,41.737193218314175,-84.17074992201445,16898.780758782475,2023-12-22 17:40:14,-196428.9555713063,-188042.468018564,-67818.64164211825,-52516.78955898772
FFT2529_KMCOtoKDTW,39.45813553631476,-82.1689642014037,35000.0,2023-12-22 17:08:43,41.67306274027458,-82.94159452957142,18170.526251870044,2023-12-22 17:29:27,101723.45249765321,-305566.0182694085,34203.893062178206,-59889.19071937129
FFT3987_KMCOtoKDTW,39.47175240790911,-82.14025171480814,38615.59306899031,2023-12-21 23:32:31,41.67304312439956,-82.94125214760435,13821.498462618893,2023-12-21 23:53:05,104168.42007724343,-304017.91270865995,34232.34087859283,-59891.23492820985
FFT4886_KPHXtoKDTW,40.66556279062902,-85.91943392407536,37000.0,2023-12-22 04:46:32,41.73030511242894,-84.02543165452566,11294.94295776604,2023-12-22 05:01:19,-216424.239609646,-168776.77134556026,-55767.27326473506,-53387.62801516685
